task,item_id,question,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You slept nine hours last night, so you are very well-rested.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-9.292925834655762,-11.64474105834961,correct,False,True,False,"{'correct': 0.9130784030936852, 'intuitive': 0.08692159690631474}",-27.87877655029297,-34.93422317504883,correct,False,True,False,"{'correct': 0.9991380462561743, 'intuitive': 0.0008619537438257814}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are in a noisy environment, so you feel very distracted.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-8.437301635742188,-8.2537202835083,intuitive,False,False,True,"{'correct': 0.45423312649489467, 'intuitive': 0.5457668735051053}",-25.311904907226562,-24.76116180419922,intuitive,False,False,True,"{'correct': 0.36569202059816774, 'intuitive': 0.6343079794018323}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are in a quiet environment, so you feel very focused.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-8.72397518157959,-10.913716316223145,correct,False,True,False,"{'correct': 0.8993244711978013, 'intuitive': 0.10067552880219863}",-26.171924591064453,-32.74114990234375,correct,False,True,False,"{'correct': 0.9985990815362747, 'intuitive': 0.0014009184637251808}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are in a dark room, so you can't see very well.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-7.657522201538086,-9.276123046875,correct,False,True,False,"{'correct': 0.8346020788828142, 'intuitive': 0.16539792111718574}",-22.972566604614258,-27.828369140625,correct,False,True,False,"{'correct': 0.9922770239358445, 'intuitive': 0.007722976064155469}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are in a well-lit room, so you can see things clearly.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-8.665672302246094,-11.34189224243164,correct,False,True,False,"{'correct': 0.9356087685281078, 'intuitive': 0.06439123147189224}",-25.99701690673828,-34.02567672729492,correct,False,True,False,"{'correct': 0.9996741214370325, 'intuitive': 0.00032587856296761256}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are in a room that is sweltering, so you feel very uncomfortable.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-8.064885139465332,-10.862627983093262,correct,False,True,False,"{'correct': 0.9425537296825651, 'intuitive': 0.057446270317434954}",-24.19465446472168,-32.58788299560547,correct,False,True,False,"{'correct': 0.9997736560697997, 'intuitive': 0.00022634393020026035}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are in a room with a pleasant temperature, so you feel very comfortable.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-8.817889213562012,-11.396700859069824,correct,False,True,False,"{'correct': 0.9294854213940105, 'intuitive': 0.0705145786059895}",-26.45366859436035,-34.190101623535156,correct,False,True,False,"{'correct': 0.9995635643255082, 'intuitive': 0.0004364356744917901}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You just got in an argument, so you feel very emotional.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-9.008037567138672,-9.231650352478027,correct,False,True,False,"{'correct': 0.5556714127863214, 'intuitive': 0.4443285872136787}",-27.024112701416016,-27.694950103759766,correct,False,True,False,"{'correct': 0.6616906422303508, 'intuitive': 0.33830935776964915}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You just meditated, so you feel very calm.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-7.795755863189697,-9.66804313659668,correct,False,True,False,"{'correct': 0.8667227122929824, 'intuitive': 0.1332772877070176}",-23.38726806640625,-29.00412940979004,correct,False,True,False,"{'correct': 0.9963771373721454, 'intuitive': 0.003622862627854668}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are under time pressure, so you feel very rushed.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-7.518338680267334,-9.748055458068848,correct,False,True,False,"{'correct': 0.9028865282320723, 'intuitive': 0.09711347176792774}",-22.555015563964844,-29.24416732788086,correct,False,True,False,"{'correct': 0.9987572086346233, 'intuitive': 0.001242791365376686}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are not under time pressure, so you feel very relaxed.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-7.817361831665039,-10.625452041625977,correct,False,True,False,"{'correct': 0.9431114413258738, 'intuitive': 0.05688855867412625}",-23.452085494995117,-31.87635612487793,correct,False,True,False,"{'correct': 0.999780572808299, 'intuitive': 0.00021942719170111406}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very impatient person.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",21,You are a very impatient person.,fast,impatient/patient,personality,-7.706607341766357,-8.792224884033203,correct,False,True,False,"{'correct': 0.7475555782873899, 'intuitive': 0.25244442171261006}",-23.119821548461914,-26.37667465209961,correct,False,True,False,"{'correct': 0.9629185899707259, 'intuitive': 0.037081410029274085}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very patient person.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",22,You are a very patient person.,slow,impatient/patient,personality,-8.570528984069824,-11.292606353759766,correct,False,True,False,"{'correct': 0.9383168779283746, 'intuitive': 0.06168312207162548}",-25.711585998535156,-33.8778190612793,correct,False,True,False,"{'correct': 0.9997159945439482, 'intuitive': 0.00028400545605186423}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very impulsive person.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-8.253131866455078,-8.495203018188477,correct,False,True,False,"{'correct': 0.5602239887543795, 'intuitive': 0.4397760112456205}",-24.759395599365234,-25.48560905456543,correct,False,True,False,"{'correct': 0.6739737920198481, 'intuitive': 0.326026207980152}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very thoughtful person.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-9.208693504333496,-11.45936107635498,correct,False,True,False,"{'correct': 0.904708102938099, 'intuitive': 0.09529189706190101}",-27.626079559326172,-34.378082275390625,correct,False,True,False,"{'correct': 0.9988328268571133, 'intuitive': 0.0011671731428867878}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very spontaneous person.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-8.088056564331055,-9.478267669677734,correct,False,True,False,"{'correct': 0.8006259427787473, 'intuitive': 0.19937405722125273}",-24.264169692993164,-28.434803009033203,correct,False,True,False,"{'correct': 0.9847923664739008, 'intuitive': 0.015207633526099261}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very deliberate person.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-8.231887817382812,-10.782361030578613,correct,False,True,False,"{'correct': 0.9276052990902868, 'intuitive': 0.07239470090971321}",-24.695663452148438,-32.347084045410156,correct,False,True,False,"{'correct': 0.9995248575236304, 'intuitive': 0.0004751424763695444}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very carefree person.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",27,You are a very carefree person.,fast,carefree/cautious,personality,-8.222900390625,-9.45654010772705,correct,False,True,False,"{'correct': 0.774454974935857, 'intuitive': 0.225545025064143}",-24.668701171875,-28.36962127685547,correct,False,True,False,"{'correct': 0.975894632886749, 'intuitive': 0.024105367113250894}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very cautious person.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",28,You are a very cautious person.,slow,carefree/cautious,personality,-7.677513599395752,-9.081292152404785,correct,False,True,False,"{'correct': 0.8027828032913927, 'intuitive': 0.19721719670860718}",-23.032541275024414,-27.24387550354004,correct,False,True,False,"{'correct': 0.985390042504063, 'intuitive': 0.014609957495936972}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very impatient individual, so you tend to think quickly.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-7.186258316040039,-9.568804740905762,correct,False,True,False,"{'correct': 0.915486661845707, 'intuitive': 0.08451333815429304}",-21.558774948120117,-28.70641326904297,correct,False,True,False,"{'correct': 0.9992138985726969, 'intuitive': 0.0007861014273031467}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very patient individual, so you tend to think carefully.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-8.788054466247559,-11.172187805175781,correct,False,True,False,"{'correct': 0.9156093617830107, 'intuitive': 0.08439063821698932}",-26.36416244506836,-33.516563415527344,correct,False,True,False,"{'correct': 0.9992176306747608, 'intuitive': 0.0007823693252392242}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very impulsive individual, so you tend to think quickly.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-7.879814624786377,-9.586779594421387,correct,False,True,False,"{'correct': 0.8464422123392079, 'intuitive': 0.15355778766079206}",-23.63944435119629,-28.760337829589844,correct,False,True,False,"{'correct': 0.9940647516708103, 'intuitive': 0.005935248329189748}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very thoughtful individual, so you tend to think carefully.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-9.020598411560059,-11.24842357635498,correct,False,True,False,"{'correct': 0.9027205405273315, 'intuitive': 0.09727945947266858}",-27.061796188354492,-33.745269775390625,correct,False,True,False,"{'correct': 0.9987501406176853, 'intuitive': 0.001249859382314688}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very spontaneous individual, so you tend to think quickly.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",33,"You are a very spontaneous individual, so you tend to think quickly.",fast,spontaneous/deliberate_explicit,personality_explicit,-7.367247104644775,-9.717068672180176,correct,False,True,False,"{'correct': 0.912920043752482, 'intuitive': 0.08707995624751792}",-22.101741790771484,-29.151206970214844,correct,False,True,False,"{'correct': 0.9991328795608835, 'intuitive': 0.0008671204391165343}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very deliberate individual, so you tend to think carefully.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",34,"You are a very deliberate individual, so you tend to think carefully.",slow,spontaneous/deliberate_explicit,personality_explicit,-8.221114158630371,-10.733599662780762,correct,False,True,False,"{'correct': 0.9250124782331074, 'intuitive': 0.07498752176689263}",-24.663341522216797,-32.20079803466797,correct,False,True,False,"{'correct': 0.999467532727059, 'intuitive': 0.0005324672729409821}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very carefree individual, so you tend to think quickly.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",35,"You are a very carefree individual, so you tend to think quickly.",fast,carefree/cautious_explicit,personality_explicit,-7.90074348449707,-10.036261558532715,correct,False,True,False,"{'correct': 0.894307720527694, 'intuitive': 0.10569227947230604}",-23.70223045349121,-30.10878562927246,correct,False,True,False,"{'correct': 0.9983520192295278, 'intuitive': 0.001647980770472137}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] <<SYS>>
You are a very cautious individual, so you tend to think carefully.
<</SYS>>

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets? [/INST]",36,"You are a very cautious individual, so you tend to think carefully.",slow,carefree/cautious_explicit,personality_explicit,-7.727882385253906,-9.639191627502441,correct,False,True,False,"{'correct': 0.8711661629675853, 'intuitive': 0.12883383703241483}",-23.18364715576172,-28.91757583618164,correct,False,True,False,"{'correct': 0.9967760817349989, 'intuitive': 0.003223918265001147}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>[INST] Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry? [/INST]",0,,baseline,,,-8.241830825805664,-11.569965362548828,correct,False,True,False,"{'correct': 0.9653814798809408, 'intuitive': 0.03461852011905912}",-24.725492477416992,-34.709896087646484,correct,False,True,False,"{'correct': 0.9999538885710739, 'intuitive': 4.611142892604059e-05}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>[INST] <<SYS>>
You tend to think shallowly, so you say what comes to mind first.
<</SYS>>

Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry? [/INST]",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-5.819416522979736,-8.832783699035645,correct,False,True,False,"{'correct': 0.9531743709890567, 'intuitive': 0.046825629010943295}",-17.458250045776367,-26.498350143432617,correct,False,True,False,"{'correct': 0.9998814550861772, 'intuitive': 0.00011854491382281291}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>[INST] <<SYS>>
You tend to think deeply, so you say what is most correct.
<</SYS>>

Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry? [/INST]",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-7.813767910003662,-11.440433502197266,correct,False,True,False,"{'correct': 0.9740847216900864, 'intuitive': 0.025915278309913505}",-23.441303253173828,-34.3213005065918,correct,False,True,False,"{'correct': 0.999981169187828, 'intuitive': 1.8830812172131436e-05}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>[INST] <<SYS>>
You tend to think quickly, so you say what comes to mind first.
<</SYS>>

Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry? [/INST]",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-5.707001209259033,-9.439704895019531,correct,False,True,False,"{'correct': 0.9766311175282213, 'intuitive': 0.02336888247177866}",-17.121004104614258,-28.319114685058594,correct,False,True,False,"{'correct': 0.9999863001309066, 'intuitive': 1.369986909332945e-05}"
