task,item_id,question,t,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_t,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_t,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You slept nine hours last night, so you are very well-rested.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-4.742866039276123,-7.319779872894287,-7.938205718994141,correct,False,True,False,"{'correct': 0.895286543924228, 'intuitive': 0.06804913339746987, 't': 0.03666432267830215}",-14.228597640991211,-21.959339141845703,-23.814617156982422,correct,False,True,False,"{'correct': 0.9994924570740534, 'intuitive': 0.0004388955182596726, 't': 6.864740768693377e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are in a noisy environment, so you feel very distracted.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-4.80498743057251,-6.927745819091797,-7.9246506690979,correct,False,True,False,"{'correct': 0.8592002497796043, 'intuitive': 0.10284712125316914, 't': 0.03795262896722665}",-14.414961814880371,-20.78323745727539,-23.77395248413086,correct,False,True,False,"{'correct': 0.9982019376584903, 'intuitive': 0.0017120302651261272, 't': 8.603207638358952e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are in a quiet environment, so you feel very focused.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-4.856441020965576,-7.323568820953369,-7.949856281280518,correct,False,True,False,"{'correct': 0.8848187452235056, 'intuitive': 0.07505753977469984, 't': 0.04012371500179462}",-14.569323539733887,-21.970706939697266,-23.84956932067871,correct,False,True,False,"{'correct': 0.9992968388427896, 'intuitive': 0.0006099785237070354, 't': 9.318263350340357e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are in a dark room, so you can't see very well.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-4.658205509185791,-7.405405521392822,-7.8646368980407715,correct,False,True,False,"{'correct': 0.9052985338047069, 'intuitive': 0.05803607202569159, 't': 0.03666539416960154}",-13.974617004394531,-22.216217041015625,-23.593910217285156,correct,False,True,False,"{'correct': 0.9996702118773351, 'intuitive': 0.00026337547584112236, 't': 6.641264682371263e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are in a well-lit room, so you can see things clearly.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-4.70481538772583,-7.398397445678711,-7.925988674163818,correct,False,True,False,"{'correct': 0.9028966865847649, 'intuitive': 0.061070325526626695, 't': 0.036032987888608384}",-14.114446640014648,-22.195192337036133,-23.777965545654297,correct,False,True,False,"{'correct': 0.9996271384122264, 'intuitive': 0.0003093248223623782, 't': 6.353676541122553e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are in a room that is sweltering, so you feel very uncomfortable.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-4.898391246795654,-7.076608180999756,-7.990334987640381,correct,False,True,False,"{'correct': 0.8630682890534872, 'intuitive': 0.0977366760900221, 't': 0.039195034856490805}",-14.695173263549805,-21.22982406616211,-23.971004486083984,correct,False,True,False,"{'correct': 0.9984564892904201, 'intuitive': 0.001449994514352871, 't': 9.351619522712757e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are in a room with a pleasant temperature, so you feel very comfortable.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-4.861429214477539,-7.107528209686279,-7.960043430328369,correct,False,True,False,"{'correct': 0.8688679587118311, 'intuitive': 0.09193595306377125, 't': 0.03919608822439767}",-14.584287643432617,-21.32258415222168,-23.880130767822266,correct,False,True,False,"{'correct': 0.9987251587306064, 'intuitive': 0.0011831532446552892, 't': 9.168802473828846e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You just got in an argument, so you feel very emotional.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-4.8788018226623535,-7.507669448852539,-8.105700492858887,correct,False,True,False,"{'correct': 0.8994095839521282, 'intuitive': 0.0649015109103072, 't': 0.035688905137564404}",-14.636405944824219,-22.523008346557617,-24.317100524902344,correct,False,True,False,"{'correct': 0.9995619698258612, 'intuitive': 0.00037557944876668475, 't': 6.245072537202772e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You just meditated, so you feel very calm.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-4.900928974151611,-7.380403518676758,-7.932859420776367,correct,False,True,False,"{'correct': 0.883384658205917, 'intuitive': 0.07401636280358961, 't': 0.04259897899049335}",-14.702787399291992,-22.141210556030273,-23.7985782623291,correct,False,True,False,"{'correct': 0.9993001413446666, 'intuitive': 0.0005878003195107972, 't': 0.00011205833582266604}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are under time pressure, so you feel very rushed.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-4.812661647796631,-7.128635883331299,-7.9362711906433105,correct,False,True,False,"{'correct': 0.8751447768299498, 'intuitive': 0.08635054329670644, 't': 0.03850467987334368}",-14.437984466552734,-21.385908126831055,-23.808813095092773,correct,False,True,False,"{'correct': 0.9989552920996259, 'intuitive': 0.0009596240984805738, 't': 8.508380189360513e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are not under time pressure, so you feel very relaxed.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-4.731785297393799,-7.064634799957275,-7.622154712677002,correct,False,True,False,"{'correct': 0.8676228114018553, 'intuitive': 0.08417580838099589, 't': 0.04820138021714887}",-14.195356369018555,-21.193904876708984,-22.866464614868164,correct,False,True,False,"{'correct': 0.9989164997607656, 'intuitive': 0.0009122170567909437, 't': 0.00017128318244335626}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very impatient person.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",21,You are a very impatient person.,fast,impatient/patient,personality,-4.6619954109191895,-6.916484832763672,-7.765303134918213,correct,False,True,False,"{'correct': 0.8696956401366935, 'intuitive': 0.09125464448863403, 't': 0.03904971537467259}",-13.985986709594727,-20.749454498291016,-23.295909881591797,correct,False,True,False,"{'correct': 0.9987558122578312, 'intuitive': 0.001153778868414421, 't': 9.040887375441891e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very patient person.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",22,You are a very patient person.,slow,impatient/patient,personality,-4.906548976898193,-7.563138484954834,-8.052905082702637,correct,False,True,False,"{'correct': 0.898314606874133, 'intuitive': 0.06305017516638108, 't': 0.038635217959485726}",-14.719646453857422,-22.689414978027344,-24.158716201782227,correct,False,True,False,"{'correct': 0.9995748674233258, 'intuitive': 0.00034561201806648177, 't': 7.95205586076966e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very impulsive person.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-4.843266010284424,-7.149263858795166,-7.926726818084717,correct,False,True,False,"{'correct': 0.8730118823158699, 'intuitive': 0.08700375843610104, 't': 0.039984359248029004}",-14.52979850769043,-21.447792053222656,-23.780179977416992,correct,False,True,False,"{'correct': 0.9989152889143347, 'intuitive': 0.0009887403039099006, 't': 9.597078175538649e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very thoughtful person.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-4.9042229652404785,-7.3609137535095215,-7.970146656036377,correct,False,True,False,"{'correct': 0.8831356255872789, 'intuitive': 0.07570074462356197, 't': 0.04116362978915912}",-14.712668418884277,-22.082740783691406,-23.91044044494629,correct,False,True,False,"{'correct': 0.9992694467318569, 'intuitive': 0.0006293624814983272, 't': 0.00010119078664484595}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very spontaneous person.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-4.936185359954834,-7.254818439483643,-7.962831497192383,correct,False,True,False,"{'correct': 0.8719262695219704, 'intuitive': 0.08580452873025224, 't': 0.04226920174777726}",-14.808555603027344,-21.764455795288086,-23.88849449157715,correct,False,True,False,"{'correct': 0.9989342128692028, 'intuitive': 0.0009519799848163381, 't': 0.00011380714598086419}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very deliberate person.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-4.851619720458984,-7.509727478027344,-8.00873851776123,correct,False,True,False,"{'correct': 0.8987722999622788, 'intuitive': 0.06298659735462656, 't': 0.038241102683094746}",-14.554859161376953,-22.52918243408203,-24.026216506958008,correct,False,True,False,"{'correct': 0.9995789628152444, 'intuitive': 0.0003440428313680008, 't': 7.699435338769834e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very carefree person.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",27,You are a very carefree person.,fast,carefree/cautious,personality,-4.862037658691406,-7.255529403686523,-8.048910140991211,correct,False,True,False,"{'correct': 0.8829155667177887, 'intuitive': 0.08061928026144662, 't': 0.03646515302076458}",-14.586112976074219,-21.76658821105957,-24.146730422973633,correct,False,True,False,"{'correct': 0.9991689359983622, 'intuitive': 0.0007606732629670595, 't': 7.039073867076699e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very cautious person.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",28,You are a very cautious person.,slow,carefree/cautious,personality,-4.800816059112549,-7.298981189727783,-7.868412017822266,correct,False,True,False,"{'correct': 0.8859211399920948, 'intuitive': 0.07285439128311802, 't': 0.041224468724787224}",-14.402448654174805,-21.896944046020508,-23.605236053466797,correct,False,True,False,"{'correct': 0.999343535793804, 'intuitive': 0.0005557721934863627, 't': 0.00010069201270966522}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very impatient individual, so you tend to think quickly.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-4.511178493499756,-6.635676860809326,-7.5970540046691895,correct,False,True,False,"{'correct': 0.8582343529403768, 'intuitive': 0.10255290723009046, 't': 0.03921273982953267}",-13.53353500366211,-19.90703010559082,-22.791162490844727,correct,False,True,False,"{'correct': 0.9982016729559727, 'intuitive': 0.0017031172204981166, 't': 9.520982352926143e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very patient individual, so you tend to think carefully.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-4.799821853637695,-7.511952877044678,-7.91367769241333,correct,False,True,False,"{'correct': 0.9002322322675632, 'intuitive': 0.05977106867614392, 't': 0.03999669905629288}",-14.399465560913086,-22.535858154296875,-23.74103355407715,correct,False,True,False,"{'correct': 0.9996197516793387, 'intuitive': 0.0002925798567520359, 't': 8.766846390936759e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very impulsive individual, so you tend to think quickly.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-4.671618938446045,-6.92717981338501,-7.715784549713135,correct,False,True,False,"{'correct': 0.8677160152106653, 'intuitive': 0.09094942790890287, 't': 0.04133455688043192}",-14.014857292175293,-20.781539916992188,-23.147354125976562,correct,False,True,False,"{'correct': 0.9987419809468336, 'intuitive': 0.0011500596874305683, 't': 0.0001079593657357605}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very thoughtful individual, so you tend to think carefully.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-4.810504913330078,-7.3224778175354,-7.8618597984313965,correct,False,True,False,"{'correct': 0.8862083137199601, 'intuitive': 0.07187863960582136, 't': 0.041913046674218524}",-14.431514739990234,-21.96743392944336,-23.58557891845703,correct,False,True,False,"{'correct': 0.9993610489513681, 'intuitive': 0.0005332296600438517, 't': 0.00010572138858809357}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very spontaneous individual, so you tend to think quickly.

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",33,"You are a very spontaneous individual, so you tend to think quickly.",fast,spontaneous/deliberate_explicit,personality_explicit,-4.7042622566223145,-7.026107311248779,-7.724401473999023,correct,False,True,False,"{'correct': 0.8719255900984834, 'intuitive': 0.0855293022142902, 't': 0.042545107687226406}",-14.112787246704102,-21.07832145690918,-23.17320442199707,correct,False,True,False,"{'correct': 0.9989410893968914, 'intuitive': 0.0009428591201767444, 't': 0.00011605148293186518}"
