task,item_id,question,total_cost,more,correct,intuitive,total_cost_money_fmt,more_money_fmt,correct_money_fmt,intuitive_money_fmt,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_total_cost,mean_logp_more,mean_logp_correct_money_fmt,mean_logp_intuitive_money_fmt,mean_logp_total_cost_money_fmt,mean_logp_more_money_fmt,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_total_cost,sum_logp_more,sum_logp_correct_money_fmt,sum_logp_intuitive_money_fmt,sum_logp_total_cost_money_fmt,sum_logp_more_money_fmt,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You slept nine hours last night, so you are very well-rested.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-9.537126541137695,-9.252752304077148,-7.639570713043213,-6.19586181640625,-7.947628021240234,-7.710674285888672,-6.545987129211426,-6.2022223472595215,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.08293615999868556, 'intuitive_money_fmt': 0.10511183625807934, 'total_cost_money_fmt': 0.3368750355629074, 'more_money_fmt': 0.4750769681803277}",-47.685630798339844,-46.263763427734375,-45.837425231933594,-24.783447265625,-47.685768127441406,-46.26404571533203,-45.8219108581543,-43.415557861328125,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.012029425289748366, 'intuitive_money_fmt': 0.04985297471096778, 'total_cost_money_fmt': 0.07757250326629461, 'more_money_fmt': 0.8605450967329893}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You are in a noisy environment, so you feel very distracted.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-7.990021705627441,-8.393284797668457,-6.568930149078369,-5.452279090881348,-6.6585307121276855,-6.994533538818359,-5.530483722686768,-5.139863014221191,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.10671931142123114, 'intuitive_money_fmt': 0.07626387020371592, 'total_cost_money_fmt': 0.32972175079889976, 'more_money_fmt': 0.48729506757615326}",-39.95010757446289,-41.96642303466797,-39.41358184814453,-21.80911636352539,-39.9511833190918,-41.967201232910156,-38.71338653564453,-35.979042053222656,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.01733724245203235, 'intuitive_money_fmt': 0.0023090565397302656, 'total_cost_money_fmt': 0.059778957275903516, 'more_money_fmt': 0.9205747437323338}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You are in a quiet environment, so you feel very focused.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-8.414180755615234,-8.565763473510742,-7.4555816650390625,-5.7930192947387695,-7.011846542358398,-7.138193607330322,-5.66654634475708,-5.2932634353637695,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.08851696626092719, 'intuitive_money_fmt': 0.07801079213557457, 'total_cost_money_fmt': 0.33984663435015894, 'more_money_fmt': 0.4936256072533392}",-42.07090377807617,-42.828819274902344,-44.733489990234375,-23.172077178955078,-42.07107925415039,-42.82916259765625,-39.66582489013672,-37.0528450012207,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.006108959479495908, 'intuitive_money_fmt': 0.002862436305332195, 'total_cost_money_fmt': 0.06769489864664227, 'more_money_fmt': 0.9233337055685297}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You are in a dark room, so you can't see very well.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-8.21788215637207,-8.497035026550293,-5.613426208496094,-5.251492977142334,-6.84831428527832,-7.0811285972595215,-5.34497594833374,-5.383289813995361,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.09419188992944018, 'intuitive_money_fmt': 0.07462829849899576, 'total_cost_money_fmt': 0.42355035992265927, 'more_money_fmt': 0.40762945164890485}",-41.089412689208984,-42.48517608642578,-33.68055725097656,-21.005971908569336,-41.08988571166992,-42.48677062988281,-37.414833068847656,-37.68302917480469,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.014110670234946433, 'intuitive_money_fmt': 0.0034905047289336888, 'total_cost_money_fmt': 0.5566762923632975, 'more_money_fmt': 0.42572253267282234}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You are in a well-lit room, so you can see things clearly.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-8.68930721282959,-8.915422439575195,-7.071601867675781,-6.312705039978027,-7.241112232208252,-7.42957067489624,-6.1407389640808105,-5.7491455078125,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.10776613221421454, 'intuitive_money_fmt': 0.08925567410227356, 'total_cost_money_fmt': 0.3238682200547741, 'more_money_fmt': 0.47910997362873786}",-43.446537017822266,-44.577110290527344,-42.42961120605469,-25.25082015991211,-43.44667434692383,-44.577423095703125,-42.985172271728516,-40.2440185546875,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.03635436039504079, 'intuitive_money_fmt': 0.01173487765798412, 'total_cost_money_fmt': 0.057674563042472385, 'more_money_fmt': 0.8942361989045027}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You are in a room that is sweltering, so you feel very uncomfortable.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-8.163934707641602,-8.21632194519043,-5.998073101043701,-5.094227313995361,-6.8032965660095215,-6.846948146820068,-5.344274044036865,-4.9940643310546875,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.08087475503189294, 'intuitive_money_fmt': 0.07742038693718266, 'total_cost_money_fmt': 0.3479031880516705, 'more_money_fmt': 0.49380166997925384}",-40.819671630859375,-41.08161163330078,-35.98843765258789,-20.376909255981445,-40.81977844238281,-41.081687927246094,-37.40991973876953,-34.95845031738281,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.002609461645872913, 'intuitive_money_fmt': 0.002008191265922016, 'total_cost_money_fmt': 0.07896483586360398, 'more_money_fmt': 0.9164175112246011}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You are in a room with a pleasant temperature, so you feel very comfortable.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-9.198867797851562,-9.154657363891602,-7.297323226928711,-6.257549285888672,-7.665731906890869,-7.6288933753967285,-6.292471885681152,-5.930896759033203,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.08580951135500484, 'intuitive_money_fmt': 0.08902955442483558, 'total_cost_money_fmt': 0.33879319484183584, 'more_money_fmt': 0.4863677393783237}",-45.99433898925781,-45.773284912109375,-43.783939361572266,-25.030197143554688,-45.99439239501953,-45.77336120605469,-44.04730224609375,-41.51627731323242,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.01027494294556304, 'intuitive_money_fmt': 0.012816576813239769, 'total_cost_money_fmt': 0.07200952173195259, 'more_money_fmt': 0.9048989585092446}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You just got in an argument, so you feel very emotional.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-7.732180595397949,-7.876867771148682,-6.617424011230469,-5.755034923553467,-6.4434967041015625,-6.564064025878906,-5.01134729385376,-4.6172003746032715,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.08140041866425206, 'intuitive_money_fmt': 0.07215474829676709, 'total_cost_money_fmt': 0.34087976729728864, 'more_money_fmt': 0.5055650657416922}",-38.66090393066406,-39.38433837890625,-39.70454406738281,-23.020139694213867,-38.660980224609375,-39.38438415527344,-35.079429626464844,-32.320404052734375,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.0016541576912671328, 'intuitive_money_fmt': 0.0008024289214778465, 'total_cost_money_fmt': 0.05943257813896, 'more_money_fmt': 0.9381108352482951}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You just meditated, so you feel very calm.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-8.39061164855957,-8.135638236999512,-6.462734699249268,-5.328088760375977,-6.992199420928955,-6.779731750488281,-5.678844928741455,-5.203789710998535,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.08378515793911208, 'intuitive_money_fmt': 0.10361929413853997, 'total_cost_money_fmt': 0.3115657436737006, 'more_money_fmt': 0.5010298042486474}",-41.953060150146484,-40.678192138671875,-38.77640914916992,-21.312355041503906,-41.95319747924805,-40.67839050292969,-39.751914978027344,-36.42652893066406,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.003774725731501461, 'intuitive_money_fmt': 0.01350600906685605, 'total_cost_money_fmt': 0.03411066961810027, 'more_money_fmt': 0.9486085955835422}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You are under time pressure, so you feel very rushed.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-7.46868896484375,-7.6408843994140625,-6.186027526855469,-5.498950481414795,-6.22393798828125,-6.367551326751709,-5.234671592712402,-4.5340576171875,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.10025750206556822, 'intuitive_money_fmt': 0.08684531594113055, 'total_cost_money_fmt': 0.26961857971688696, 'more_money_fmt': 0.5432786022764141}",-37.34344482421875,-38.20442199707031,-37.11616516113281,-21.99580192565918,-37.3436279296875,-38.20530700683594,-36.6427001953125,-31.7384033203125,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.0036326510535459235, 'intuitive_money_fmt': 0.0015346212721524704, 'total_cost_money_fmt': 0.007322050662431009, 'more_money_fmt': 0.9875106770118706}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You are not under time pressure, so you feel very relaxed.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-8.67081069946289,-8.624402046203613,-6.690235137939453,-5.530941009521484,-7.2256999015808105,-7.187021732330322,-5.736228942871094,-5.593169689178467,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.08627391057523769, 'intuitive_money_fmt': 0.08967620052177216, 'total_cost_money_fmt': 0.3826031156225348, 'more_money_fmt': 0.44144677328045534}",-43.35405349731445,-43.12200927734375,-40.14141082763672,-22.123764038085938,-43.35419845581055,-43.12213134765625,-40.153602600097656,-39.15218734741211,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.010680458847918966, 'intuitive_money_fmt': 0.013470241298750225, 'total_cost_money_fmt': 0.2621748510557684, 'more_money_fmt': 0.7136744487975625}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You are a very impatient person.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",21,You are a very impatient person.,fast,impatient/patient,personality,-7.9179487228393555,-8.408798217773438,-6.162099838256836,-6.531394958496094,-6.598304748535156,-7.0073418617248535,-5.411221027374268,-4.9474358558654785,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.0984900994595706, 'intuitive_money_fmt': 0.06542594660319698, 'total_cost_money_fmt': 0.32280219982188574, 'more_money_fmt': 0.5132817541153466}",-39.589744567871094,-42.04399108886719,-36.972599029541016,-26.125579833984375,-39.58982849121094,-42.04405212402344,-37.87854766845703,-34.632049560546875,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.006715943145991603, 'intuitive_money_fmt': 0.0005771002067030026, 'total_cost_money_fmt': 0.037179781165975076, 'more_money_fmt': 0.9555271754813303}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] <<SYS>>
You are a very patient person.
<</SYS>>

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost? [/INST]",22,You are a very patient person.,slow,impatient/patient,personality,-9.308208465576172,-9.716989517211914,-6.908357620239258,-6.006068706512451,-7.756860256195068,-8.09749984741211,-6.305812358856201,-6.070523738861084,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.08788456560217174, 'intuitive_money_fmt': 0.0625136296668611, 'total_cost_money_fmt': 0.37505478033434275, 'more_money_fmt': 0.47454702439662444}",-46.54104232788086,-48.58494567871094,-41.45014572143555,-24.024274826049805,-46.541160583496094,-48.584999084472656,-44.14068603515625,-42.49366760253906,more_money_fmt,True,False,False,"{'correct_money_fmt': 0.014406797251127494, 'intuitive_money_fmt': 0.0018661204040576452, 'total_cost_money_fmt': 0.15888404745306095, 'more_money_fmt': 0.8248430348917538}"
