task,item_id,question,t,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_t,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_t,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You just got in an argument, so you feel very emotional.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-5.928178787231445,-5.611870765686035,-5.722012519836426,intuitive,False,False,True,"{'correct': 0.2776998417069843, 'intuitive': 0.3810188488093442, 't': 0.34128130948367136}",-29.640893936157227,-28.05935287475586,-28.610061645507812,intuitive,False,False,True,"{'correct': 0.11539560277451145, 'intuitive': 0.5611045829631323, 't': 0.3234998142623562}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You just meditated, so you feel very calm.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-6.198784351348877,-5.9224724769592285,-5.933475971221924,intuitive,False,False,True,"{'correct': 0.276083551103763, 'intuitive': 0.3639496069786512, 't': 0.35996684191758577}",-30.993921279907227,-29.612361907958984,-29.66737937927246,intuitive,False,False,True,"{'correct': 0.11429752862201939, 'intuitive': 0.4550304412961907, 't': 0.43067203008178995}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You are under time pressure, so you feel very rushed.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-6.022202968597412,-5.707956790924072,-5.691298007965088,t,True,False,False,"{'correct': 0.2658546234515352, 'intuitive': 0.36401526685854435, 't': 0.37013010968992044}",-30.11101531982422,-28.539783477783203,-28.45648956298828,t,True,False,False,"{'correct': 0.09055369538337033, 'intuitive': 0.4357962579955802, 't': 0.4736500466210495}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You are not under time pressure, so you feel very relaxed.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-6.12945032119751,-5.863118648529053,-5.840660095214844,t,True,False,False,"{'correct': 0.27472681698692564, 'intuitive': 0.3585646160472426, 't': 0.3667085669658317}",-30.64725112915039,-29.315593719482422,-29.20330047607422,t,True,False,False,"{'correct': 0.11080677876041703, 'intuitive': 0.4196602109343222, 't': 0.46953301030526073}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You are a very impatient person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",21,You are a very impatient person.,fast,impatient/patient,personality,-5.888097286224365,-5.632418632507324,-5.560378074645996,t,True,False,False,"{'correct': 0.2718028760155585, 'intuitive': 0.35098929932413725, 't': 0.3772078246603041}",-29.440486907958984,-28.162094116210938,-27.801891326904297,t,True,False,False,"{'correct': 0.10268207220182826, 'intuitive': 0.3687173379611648, 't': 0.5286005898370071}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You are a very patient person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",22,You are a very patient person.,slow,impatient/patient,personality,-5.986151695251465,-5.683945655822754,-5.665360450744629,t,True,False,False,"{'correct': 0.268020507816932, 'intuitive': 0.36258884673918, 't': 0.3693906454438879}",-29.93075942993164,-28.419727325439453,-28.32680320739746,t,True,False,False,"{'correct': 0.09520117711839221, 'intuitive': 0.43139511526259217, 't': 0.4734037076190156}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You are a very impulsive person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-6.291786193847656,-6.025846004486084,-5.988339900970459,t,True,False,False,"{'correct': 0.27328558033625916, 'intuitive': 0.3565439519391799, 't': 0.3701704677245609}",-31.45893096923828,-30.129230499267578,-29.941699981689453,t,True,False,False,"{'correct': 0.10707219125318207, 'intuitive': 0.40472335577438556, 't': 0.4882044529724323}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You are a very thoughtful person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-6.190133571624756,-5.902548789978027,-5.893582820892334,t,True,False,False,"{'correct': 0.27185626153198417, 'intuitive': 0.36243975160536973, 't': 0.3657039868626461}",-30.950668334960938,-29.512744903564453,-29.467914581298828,t,True,False,False,"{'correct': 0.10398253321545775, 'intuitive': 0.43796822697022275, 't': 0.45804923981431944}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You are a very spontaneous person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-6.362637042999268,-6.036978721618652,-6.096667289733887,intuitive,False,False,True,"{'correct': 0.2710293224453793, 'intuitive': 0.375359914360638, 't': 0.35361076319398277}",-31.81318473815918,-30.184894561767578,-30.48333740234375,intuitive,False,False,True,"{'correct': 0.10125944829898374, 'intuitive': 0.5159326298016801, 't': 0.3828079218993361}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You are a very deliberate person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-6.046006202697754,-5.716455459594727,-5.779904842376709,intuitive,False,False,True,"{'correct': 0.27062056441481214, 'intuitive': 0.37625550665065416, 't': 0.3531239289345337}",-30.230031967163086,-28.582277297973633,-28.899524688720703,intuitive,False,False,True,"{'correct': 0.1002178388402299, 'intuitive': 0.5206618935291764, 't': 0.37912026763059364}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You are a very carefree person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",27,You are a very carefree person.,fast,carefree/cautious,personality,-5.963744163513184,-5.684052467346191,-5.651552677154541,t,True,False,False,"{'correct': 0.27106601258827745, 'intuitive': 0.35854496453828655, 't': 0.37038902287343606}",-29.818721771240234,-28.42026138305664,-28.257762908935547,t,True,False,False,"{'correct': 0.10191240851542224, 'intuitive': 0.4126394018216003, 't': 0.4854481896629773}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You are a very cautious person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",28,You are a very cautious person.,slow,carefree/cautious,personality,-6.119466304779053,-5.822061061859131,-5.8351335525512695,intuitive,False,False,True,"{'correct': 0.27209138264387206, 'intuitive': 0.36633316945747685, 't': 0.361575447898651}",-30.597332000732422,-29.110305786132812,-29.175668716430664,intuitive,False,False,True,"{'correct': 0.10451584187024361, 'intuitive': 0.46236973876035964, 't': 0.43311441936939676}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You are a very impatient individual, so you tend to think quickly.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-5.894327640533447,-5.618312835693359,-5.532358646392822,t,True,False,False,"{'correct': 0.2663809793339639, 'intuitive': 0.35105480190449734, 't': 0.38256421876153895}",-29.471637725830078,-28.091564178466797,-27.661792755126953,t,True,False,False,"{'correct': 0.09021448701636954, 'intuitive': 0.3586200858568029, 't': 0.5511654271268276}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct System: You are a very patient individual, so you tend to think carefully.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-6.095711708068848,-5.842520236968994,-5.750279426574707,t,True,False,False,"{'correct': 0.2702169337127822, 'intuitive': 0.34807450987545663, 't': 0.38170855641176116}",-30.478557586669922,-29.212600708007812,-28.75139808654785,t,True,False,False,"{'correct': 0.0983174054180096, 'intuitive': 0.3486811709637448, 't': 0.5530014236182456}"
