task,item_id,question,t,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_t,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_t,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You slept nine hours last night, so you are very well-rested.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-8.529518127441406,-8.758980751037598,-8.890288352966309,correct,False,True,False,"{'correct': 0.40126803174581616, 'intuitive': 0.3189923077215941, 't': 0.27973966053258986}",-25.58855438232422,-26.276941299438477,-26.67086410522461,correct,False,True,False,"{'correct': 0.5431246793311315, 'intuitive': 0.27285812964825085, 't': 0.18401719102061767}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are in a noisy environment, so you feel very distracted.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-6.555395126342773,-6.7838311195373535,-6.931725978851318,correct,False,True,False,"{'correct': 0.4028761428970438, 'intuitive': 0.32059966132291573, 't': 0.2765241957800404}",-19.66618537902832,-20.35149383544922,-20.795177459716797,correct,False,True,False,"{'correct': 0.5472573777110195, 'intuitive': 0.2757820173118174, 't': 0.1769606049771632}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are in a quiet environment, so you feel very focused.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-8.261584281921387,-8.617650032043457,-8.5035982131958,correct,False,True,False,"{'correct': 0.40233809831657424, 'intuitive': 0.2818082924095, 't': 0.31585360927392586}",-24.784753799438477,-25.852951049804688,-25.51079559326172,correct,False,True,False,"{'correct': 0.5472112830223287, 'intuitive': 0.18803680882505405, 't': 0.2647519081526172}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are in a dark room, so you can't see very well.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-6.664501190185547,-6.892313003540039,-6.769785404205322,correct,False,True,False,"{'correct': 0.37087272874754956, 'intuitive': 0.29531634603095097, 't': 0.3338109252214994}",-19.99350357055664,-20.676939010620117,-20.309356689453125,correct,False,True,False,"{'correct': 0.4476183431164893, 'intuitive': 0.22599333701005073, 't': 0.32638831987346006}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are in a well-lit room, so you can see things clearly.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-7.9915032386779785,-8.25100040435791,-8.416993141174316,correct,False,True,False,"{'correct': 0.4123900147459221, 'intuitive': 0.31813390327221974, 't': 0.26947608198185813}",-23.974510192871094,-24.753000259399414,-25.250978469848633,correct,False,True,False,"{'correct': 0.5753343738330767, 'intuitive': 0.2641352611981626, 't': 0.16053036496876064}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are in a room that is sweltering, so you feel very uncomfortable.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-7.529784679412842,-7.827314376831055,-7.876915454864502,correct,False,True,False,"{'correct': 0.40826934374581825, 'intuitive': 0.3032014437357794, 't': 0.2885292125184023}",-22.589353561401367,-23.481943130493164,-23.630746841430664,correct,False,True,False,"{'correct': 0.5673577727500293, 'intuitive': 0.23238617334817097, 't': 0.20025605390179987}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are in a room with a pleasant temperature, so you feel very comfortable.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-8.362221717834473,-8.652112007141113,-8.755027770996094,correct,False,True,False,"{'correct': 0.412625456857442, 'intuitive': 0.30878647174152335, 't': 0.27858807140103464}",-25.086666107177734,-25.956336975097656,-26.26508331298828,correct,False,True,False,"{'correct': 0.5790874345691511, 'intuitive': 0.24268944159973344, 't': 0.1782231238311155}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You just got in an argument, so you feel very emotional.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-6.841338634490967,-7.085000991821289,-7.401360988616943,correct,False,True,False,"{'correct': 0.4246377339138098, 'intuitive': 0.3328107657097987, 't': 0.24255150037639142}",-20.524015426635742,-21.255002975463867,-22.204082489013672,correct,False,True,False,"{'correct': 0.5995941488270331, 'intuitive': 0.2886645995314309, 't': 0.1117412516415359}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You just meditated, so you feel very calm.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-7.347934722900391,-7.27069616317749,-7.327409267425537,intuitive,False,False,True,"{'correct': 0.3224727402755934, 'intuitive': 0.348367224463669, 't': 0.32916003526073756}",-22.043804168701172,-21.812088012695312,-21.982227325439453,intuitive,False,False,True,"{'correct': 0.30081755875732635, 'intuitive': 0.37925929237506123, 't': 0.3199231488676125}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are under time pressure, so you feel very rushed.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-6.893051624298096,-6.912429332733154,-7.046562194824219,correct,False,True,False,"{'correct': 0.3522986835091321, 'intuitive': 0.3455376604645451, 't': 0.30216365602632284}",-20.679155349731445,-20.737287521362305,-21.139686584472656,correct,False,True,False,"{'correct': 0.3884289189840854, 'intuitive': 0.3664924858713773, 't': 0.2450785951445373}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are not under time pressure, so you feel very relaxed.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-7.678410053253174,-7.807877063751221,-7.797855854034424,correct,False,True,False,"{'correct': 0.3615360789630084, 'intuitive': 0.3176324286921779, 't': 0.3208314923448137}",-23.03523063659668,-23.42363166809082,-23.39356803894043,correct,False,True,False,"{'correct': 0.4207023275428984, 'intuitive': 0.2852952165335344, 't': 0.2940024559235674}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are a very impatient person.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",21,You are a very impatient person.,fast,impatient/patient,personality,-6.589258670806885,-7.2461676597595215,-7.170316696166992,correct,False,True,False,"{'correct': 0.4812880749383904, 'intuitive': 0.24952447592375146, 't': 0.26918744913785814}",-19.767776489257812,-21.738502502441406,-21.510950088500977,correct,False,True,False,"{'correct': 0.7608497762350211, 'intuitive': 0.10602871165278847, 't': 0.1331215121121904}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are a very patient person.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",22,You are a very patient person.,slow,impatient/patient,personality,-7.704647541046143,-7.980344295501709,-7.898969650268555,correct,False,True,False,"{'correct': 0.3872313241156061, 'intuitive': 0.29392525394537194, 't': 0.3188434219390219}",-23.113943099975586,-23.94103240966797,-23.696908950805664,correct,False,True,False,"{'correct': 0.5011123212034096, 'intuitive': 0.21914661052492482, 't': 0.27974106827166556}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are a very impulsive person.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-6.964260578155518,-7.335395812988281,-7.55659818649292,correct,False,True,False,"{'correct': 0.4458347299378235, 'intuitive': 0.3076039527480585, 't': 0.24656131731411804}",-20.89278221130371,-22.006187438964844,-22.6697940826416,correct,False,True,False,"{'correct': 0.6677433093985531, 'intuitive': 0.21931270863537441, 't': 0.11294398196607247}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are a very thoughtful person.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-8.059025764465332,-8.379651069641113,-8.383878707885742,correct,False,True,False,"{'correct': 0.40844188466900155, 'intuitive': 0.2964042801623601, 't': 0.29515383516863836}",-24.177078247070312,-25.138954162597656,-25.151636123657227,correct,False,True,False,"{'correct': 0.5683321547725352, 'intuitive': 0.2172025029721005, 't': 0.21446534225536432}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are a very spontaneous person.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-7.311607360839844,-7.323997497558594,-7.661045551300049,correct,False,True,False,"{'correct': 0.3713647467348141, 'intuitive': 0.36679187450670725, 't': 0.26184337875847863}",-21.93482208251953,-21.97199249267578,-22.983137130737305,correct,False,True,False,"{'correct': 0.43214468415038676, 'intuitive': 0.4163765582932723, 't': 0.15147875755634108}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are a very deliberate person.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-7.787027835845947,-8.108105659484863,-7.8985276222229,correct,False,True,False,"{'correct': 0.3817000214233472, 'intuitive': 0.27687252237826016, 't': 0.34142745619839265}",-23.361083984375,-24.324317932128906,-23.69558334350586,correct,False,True,False,"{'correct': 0.4767914754888628, 'intuitive': 0.1819706279656263, 't': 0.3412378965455109}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are a very carefree person.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",27,You are a very carefree person.,fast,carefree/cautious,personality,-7.642566204071045,-7.716444492340088,-7.666109561920166,correct,False,True,False,"{'correct': 0.3441729033906991, 'intuitive': 0.31966253747926926, 't': 0.33616455913003157}",-22.927698135375977,-23.149333953857422,-22.998329162597656,correct,False,True,False,"{'correct': 0.36589657521753216, 'intuitive': 0.293158932476153, 't': 0.34094449230631485}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are a very cautious person.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",28,You are a very cautious person.,slow,carefree/cautious,personality,-7.1866455078125,-7.4112677574157715,-7.344096660614014,correct,False,True,False,"{'correct': 0.3769123885532258, 'intuitive': 0.3010843685717969, 't': 0.32200324287497734}",-21.5599365234375,-22.233802795410156,-22.032289505004883,correct,False,True,False,"{'correct': 0.46876449409545246, 'intuitive': 0.2389451972839064, 't': 0.2922903086206412}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are a very impatient individual, so you tend to think quickly.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-6.232625961303711,-6.6896233558654785,-6.744661808013916,correct,False,True,False,"{'correct': 0.4479371005554541, 'intuitive': 0.2836257046247209, 't': 0.2684371948198249}",-18.697877883911133,-20.068870544433594,-20.233985900878906,correct,False,True,False,"{'correct': 0.6807018597399302, 'intuitive': 0.17279946357035608, 't': 0.14649867668971375}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are a very patient individual, so you tend to think carefully.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-7.789455413818359,-8.040804862976074,-7.925649642944336,correct,False,True,False,"{'correct': 0.3772981716531941, 'intuitive': 0.29344385666693434, 't': 0.32925797167987153}",-23.368366241455078,-24.12241554260254,-23.776948928833008,correct,False,True,False,"{'correct': 0.4683732853224681, 'intuitive': 0.22034980251453712, 't': 0.3112769121629948}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are a very impulsive individual, so you tend to think quickly.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-7.1087646484375,-7.290019989013672,-7.534727096557617,correct,False,True,False,"{'correct': 0.4020321617748283, 'intuitive': 0.33538420298793653, 't': 0.2625836352372352}",-21.3262939453125,-21.870059967041016,-22.60418128967285,correct,False,True,False,"{'correct': 0.5378706507638296, 'intuitive': 0.3122649678848341, 't': 0.1498643813513363}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] <<SYS>>
You are a very thoughtful individual, so you tend to think carefully.
<</SYS>>

Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-7.831649303436279,-8.088147163391113,-8.028985023498535,correct,False,True,False,"{'correct': 0.3854052222420263, 'intuitive': 0.29820985382094456, 't': 0.31638492393702916}",-23.49494743347168,-24.264442443847656,-24.086956024169922,correct,False,True,False,"{'correct': 0.49591811542065867, 'intuitive': 0.2297325515192206, 't': 0.2743493330601206}"
