task,item_id,question,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are in a noisy environment, so you feel very distracted.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-5.6896748542785645,-8.606242179870605,correct,False,True,False,"{'correct': 0.9486593687160495, 'intuitive': 0.051340631283950576}",-17.06902503967285,-25.8187255859375,correct,False,True,False,"{'correct': 0.9998415163369957, 'intuitive': 0.00015848366300427418}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are in a quiet environment, so you feel very focused.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-6.188785076141357,-9.260018348693848,correct,False,True,False,"{'correct': 0.955690426220248, 'intuitive': 0.044309573779751886}",-18.566354751586914,-27.78005599975586,correct,False,True,False,"{'correct': 0.999900345455495, 'intuitive': 9.965454450497062e-05}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are in a dark room, so you can't see very well.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-5.9297099113464355,-8.7252836227417,correct,False,True,False,"{'correct': 0.9424361666133376, 'intuitive': 0.05756383338666231}",-17.78912925720215,-26.17584991455078,correct,False,True,False,"{'correct': 0.999772178585285, 'intuitive': 0.0002278214147150869}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are in a well-lit room, so you can see things clearly.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-6.083345413208008,-8.843876838684082,correct,False,True,False,"{'correct': 0.9405053769048601, 'intuitive': 0.05949462309513985}",-18.250036239624023,-26.531631469726562,correct,False,True,False,"{'correct': 0.9997469309878514, 'intuitive': 0.00025306901214865234}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are in a room that is sweltering, so you feel very uncomfortable.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-6.4102396965026855,-8.758418083190918,correct,False,True,False,"{'correct': 0.9127893270809575, 'intuitive': 0.08721067291904254}",-19.2307186126709,-26.275253295898438,correct,False,True,False,"{'correct': 0.9991285974044738, 'intuitive': 0.0008714025955262054}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are in a room with a pleasant temperature, so you feel very comfortable.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-6.258777141571045,-8.714654922485352,correct,False,True,False,"{'correct': 0.9209902204279433, 'intuitive': 0.07900977957205657}",-18.776330947875977,-26.143964767456055,correct,False,True,False,"{'correct': 0.9993690380388515, 'intuitive': 0.0006309619611485301}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You just got in an argument, so you feel very emotional.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-6.563810348510742,-8.546551704406738,correct,False,True,False,"{'correct': 0.8789730889977354, 'intuitive': 0.12102691100226459}",-19.691431045532227,-25.63965606689453,correct,False,True,False,"{'correct': 0.9973963268734166, 'intuitive': 0.0026036731265833015}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You just meditated, so you feel very calm.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-5.693057537078857,-8.69451904296875,correct,False,True,False,"{'correct': 0.9526401091216551, 'intuitive': 0.04735989087834486}",-17.079172134399414,-26.08355712890625,correct,False,True,False,"{'correct': 0.999877145257628, 'intuitive': 0.0001228547423718781}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are under time pressure, so you feel very rushed.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-5.437418460845947,-8.750140190124512,correct,False,True,False,"{'correct': 0.9648626715945324, 'intuitive': 0.035137328405467544}",-16.312255859375,-26.25041961669922,correct,False,True,False,"{'correct': 0.9999517064261174, 'intuitive': 4.82935738826854e-05}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are not under time pressure, so you feel very relaxed.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-5.884206771850586,-8.972881317138672,correct,False,True,False,"{'correct': 0.9564231562802251, 'intuitive': 0.043576843719774945}",-17.652620315551758,-26.918643951416016,correct,False,True,False,"{'correct': 0.9999054250782904, 'intuitive': 9.457492170959181e-05}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very impatient person.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",21,You are a very impatient person.,fast,impatient/patient,personality,-4.871046543121338,-7.549699783325195,correct,False,True,False,"{'correct': 0.9357552073970147, 'intuitive': 0.06424479260298528}",-14.613140106201172,-22.649099349975586,correct,False,True,False,"{'correct': 0.9996764907352661, 'intuitive': 0.0003235092647339204}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very patient person.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",22,You are a very patient person.,slow,impatient/patient,personality,-6.0123209953308105,-9.107403755187988,correct,False,True,False,"{'correct': 0.956689457417473, 'intuitive': 0.04331054258252692}",-18.036962509155273,-27.32221221923828,correct,False,True,False,"{'correct': 0.9999072258477296, 'intuitive': 9.277415227032026e-05}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very impulsive person.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-5.225576877593994,-7.973229885101318,correct,False,True,False,"{'correct': 0.9397806635696826, 'intuitive': 0.06021933643031737}",-15.67673110961914,-23.919689178466797,correct,False,True,False,"{'correct': 0.9997369643908796, 'intuitive': 0.0002630356091203841}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very thoughtful person.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-6.375174045562744,-9.37597942352295,correct,False,True,False,"{'correct': 0.9526104978495371, 'intuitive': 0.04738950215046282}",-19.12552261352539,-28.12793731689453,correct,False,True,False,"{'correct': 0.9998769029892235, 'intuitive': 0.0001230970107764533}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very spontaneous person.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-6.102033615112305,-9.003581047058105,correct,False,True,False,"{'correct': 0.9479228790148172, 'intuitive': 0.05207712098518291}",-18.306100845336914,-27.0107421875,correct,False,True,False,"{'correct': 0.9998342130690968, 'intuitive': 0.00016578693090316078}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very deliberate person.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-5.804360866546631,-8.809117317199707,correct,False,True,False,"{'correct': 0.9527885454034587, 'intuitive': 0.047211454596541275}",-17.413082122802734,-26.427352905273438,correct,False,True,False,"{'correct': 0.9998783536430579, 'intuitive': 0.0001216463569420975}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very carefree person.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",27,You are a very carefree person.,fast,carefree/cautious,personality,-6.027133464813232,-8.934329986572266,correct,False,True,False,"{'correct': 0.9482010422750652, 'intuitive': 0.05179895772493482}",-18.08139991760254,-26.802989959716797,correct,False,True,False,"{'correct': 0.9998369988100032, 'intuitive': 0.00016300118999678428}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very cautious person.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",28,You are a very cautious person.,slow,carefree/cautious,personality,-5.365825653076172,-8.658576011657715,correct,False,True,False,"{'correct': 0.964179266291734, 'intuitive': 0.03582073370826608}",-16.097476959228516,-25.975727081298828,correct,False,True,False,"{'correct': 0.9999487246997676, 'intuitive': 5.127530023244592e-05}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very impatient individual, so you tend to think quickly.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-5.591200351715088,-7.5456719398498535,correct,False,True,False,"{'correct': 0.8759334049642586, 'intuitive': 0.12406659503574136}",-16.773601531982422,-22.63701629638672,correct,False,True,False,"{'correct': 0.9971665274182695, 'intuitive': 0.002833472581730459}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very patient individual, so you tend to think carefully.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-6.079326629638672,-8.93221664428711,correct,False,True,False,"{'correct': 0.9454678791974894, 'intuitive': 0.05453212080251058}",-18.237979888916016,-26.796649932861328,correct,False,True,False,"{'correct': 0.9998081625002657, 'intuitive': 0.00019183749973427573}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very impulsive individual, so you tend to think quickly.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-5.647716999053955,-7.890969753265381,correct,False,True,False,"{'correct': 0.9040669403875453, 'intuitive': 0.09593305961245475}",-16.943151473999023,-23.672908782958984,correct,False,True,False,"{'correct': 0.9988066030022882, 'intuitive': 0.0011933969977117496}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very thoughtful individual, so you tend to think carefully.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-6.392122268676758,-9.217924118041992,correct,False,True,False,"{'correct': 0.944054286329048, 'intuitive': 0.05594571367095208}",-19.176366806030273,-27.653772354125977,correct,False,True,False,"{'correct': 0.9997919253491632, 'intuitive': 0.0002080746508369268}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very spontaneous individual, so you tend to think quickly.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",33,"You are a very spontaneous individual, so you tend to think quickly.",fast,spontaneous/deliberate_explicit,personality_explicit,-6.119262218475342,-8.602799415588379,correct,False,True,False,"{'correct': 0.9229796274774397, 'intuitive': 0.07702037252256039}",-18.357786178588867,-25.808399200439453,correct,False,True,False,"{'correct': 0.9994192521790032, 'intuitive': 0.0005807478209968917}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very deliberate individual, so you tend to think carefully.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",34,"You are a very deliberate individual, so you tend to think carefully.",slow,spontaneous/deliberate_explicit,personality_explicit,-6.21061897277832,-9.027134895324707,correct,False,True,False,"{'correct': 0.9435618156184972, 'intuitive': 0.05643818438150282}",-18.63185691833496,-27.081405639648438,correct,False,True,False,"{'correct': 0.9997860488190535, 'intuitive': 0.00021395118094654154}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very carefree individual, so you tend to think quickly.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",35,"You are a very carefree individual, so you tend to think quickly.",fast,carefree/cautious_explicit,personality_explicit,-6.337352275848389,-8.617264747619629,correct,False,True,False,"{'correct': 0.9071996782820151, 'intuitive': 0.09280032171798493}",-19.012056350708008,-25.85179328918457,correct,False,True,False,"{'correct': 0.9989307595591651, 'intuitive': 0.0010692404408349165}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>[INST] You are a very cautious individual, so you tend to think carefully.

Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?[/INST]",36,"You are a very cautious individual, so you tend to think carefully.",slow,carefree/cautious_explicit,personality_explicit,-5.813745975494385,-8.777634620666504,correct,False,True,False,"{'correct': 0.950915814734375, 'intuitive': 0.049084185265625}",-17.441238403320312,-26.332904815673828,correct,False,True,False,"{'correct': 0.9998624886272243, 'intuitive': 0.0001375113727757241}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>[INST] Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?[/INST]",0,,baseline,,,-5.259568214416504,-6.550209045410156,correct,False,True,False,"{'correct': 0.7842556367207475, 'intuitive': 0.2157443632792524}",-15.778704643249512,-19.65062713623047,correct,False,True,False,"{'correct': 0.9796062553765893, 'intuitive': 0.020393744623410714}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>[INST] You tend to think shallowly, so you say what comes to mind first.

Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?[/INST]",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-4.236966609954834,-4.894779682159424,correct,False,True,False,"{'correct': 0.6587689544915954, 'intuitive': 0.3412310455084045}",-12.71090030670166,-14.684338569641113,correct,False,True,False,"{'correct': 0.8779799372565857, 'intuitive': 0.12202006274341429}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>[INST] You tend to think deeply, so you say what is most correct.

Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?[/INST]",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-5.461873531341553,-6.6350836753845215,correct,False,True,False,"{'correct': 0.7637247741133958, 'intuitive': 0.2362752258866043}",-16.3856201171875,-19.905250549316406,correct,False,True,False,"{'correct': 0.971241183194645, 'intuitive': 0.028758816805354942}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>[INST] You tend to think quickly, so you say what comes to mind first.

Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?[/INST]",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-4.066457748413086,-5.023446559906006,correct,False,True,False,"{'correct': 0.7225185101436286, 'intuitive': 0.27748148985637155}",-12.199373245239258,-15.070340156555176,correct,False,True,False,"{'correct': 0.9463924242601603, 'intuitive': 0.05360757573983956}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>[INST] You tend to think carefully, so you say what is most correct.

Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?[/INST]",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-5.181280136108398,-6.316446781158447,correct,False,True,False,"{'correct': 0.7567911243400509, 'intuitive': 0.24320887565994911}",-15.543840408325195,-18.9493408203125,correct,False,True,False,"{'correct': 0.9678759952247553, 'intuitive': 0.03212400477524474}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>[INST] Your last meal was one day ago, so you are starving.

Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?[/INST]",5,"Your last meal was one day ago, so you are starving.",fast,hungry/fed,resources,-3.9905436038970947,-5.3040313720703125,correct,False,True,False,"{'correct': 0.7880962004423991, 'intuitive': 0.21190379955760086}",-11.971631050109863,-15.912094116210938,correct,False,True,False,"{'correct': 0.9809314662305783, 'intuitive': 0.01906853376942174}"
