task,item_id,question,t,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_t,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_t,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You slept nine hours last night, so you are very well-rested.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-5.989675045013428,-6.175259590148926,-7.077200412750244,correct,False,True,False,"{'correct': 0.4613252276389828, 'intuitive': 0.38318531834735026, 't': 0.15548945401366704}",-29.948375701904297,-30.876298904418945,-35.38600158691406,correct,False,True,False,"{'correct': 0.7144266768288626, 'intuitive': 0.28246571148235344, 't': 0.0031076116887838253}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are in a noisy environment, so you feel very distracted.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-5.974447727203369,-6.155238151550293,-7.127243995666504,correct,False,True,False,"{'correct': 0.465037793866762, 'intuitive': 0.38812531142491175, 't': 0.1468368947083264}",-29.872238159179688,-30.77619171142578,-35.6362190246582,correct,False,True,False,"{'correct': 0.7101748009945539, 'intuitive': 0.28759624978497594, 't': 0.0022289492204702463}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are in a quiet environment, so you feel very focused.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-5.967251777648926,-6.136317729949951,-7.173852443695068,correct,False,True,False,"{'correct': 0.46649060719015617, 'intuitive': 0.39392948970499875, 't': 0.1395799031048451}",-29.836257934570312,-30.681589126586914,-35.8692626953125,correct,False,True,False,"{'correct': 0.698415034461862, 'intuitive': 0.299909972899275, 't': 0.0016749926388630568}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are in a dark room, so you can't see very well.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-5.864378929138184,-6.022157192230225,-7.256610870361328,correct,False,True,False,"{'correct': 0.4756108795388974, 'intuitive': 0.40619030319310495, 't': 0.11819881726799757}",-29.321895599365234,-30.11078643798828,-36.28305435180664,correct,False,True,False,"{'correct': 0.6871452161764224, 'intuitive': 0.31220337191532815, 't': 0.0006514119082494413}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are in a well-lit room, so you can see things clearly.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-5.982129096984863,-6.180532932281494,-7.275456428527832,correct,False,True,False,"{'correct': 0.47746484948580054, 'intuitive': 0.3915396190019447, 't': 0.1309955315122547}",-29.91064453125,-30.902664184570312,-36.377281188964844,correct,False,True,False,"{'correct': 0.7286603948447609, 'intuitive': 0.2702069425882782, 't': 0.0011326625669610135}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are in a room that is sweltering, so you feel very uncomfortable.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-5.8624467849731445,-6.084412097930908,-7.166761875152588,correct,False,True,False,"{'correct': 0.48255527139297033, 'intuitive': 0.3864993372856343, 't': 0.13094539132139535}",-29.31223487854004,-30.422060012817383,-35.83380889892578,correct,False,True,False,"{'correct': 0.75126516094503, 'intuitive': 0.24762946405242248, 't': 0.001105375002547583}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are in a room with a pleasant temperature, so you feel very comfortable.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-5.750069618225098,-5.977080345153809,-6.916682243347168,correct,False,True,False,"{'correct': 0.47430853580884347, 'intuitive': 0.3779822747930118, 't': 0.14770918939814479}",-28.750347137451172,-29.885400772094727,-34.583412170410156,correct,False,True,False,"{'correct': 0.7550965422911906, 'intuitive': 0.24269171540277032, 't': 0.0022117423060391194}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You just got in an argument, so you feel very emotional.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-5.923993110656738,-6.139616966247559,-7.226568698883057,correct,False,True,False,"{'correct': 0.4812622473307054, 'intuitive': 0.3879158670793257, 't': 0.13082188558996885}",-29.619964599609375,-30.698083877563477,-36.132843017578125,correct,False,True,False,"{'correct': 0.7453125359646033, 'intuitive': 0.2535812701137012, 't': 0.0011061939216954477}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You just meditated, so you feel very calm.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-5.938814640045166,-6.132433891296387,-7.302659511566162,correct,False,True,False,"{'correct': 0.4808507408369138, 'intuitive': 0.3962073401973952, 't': 0.12294191896569104}",-29.694072723388672,-30.66217041015625,-36.51329803466797,correct,False,True,False,"{'correct': 0.7241667491602792, 'intuitive': 0.2750420501515498, 't': 0.0007912006881710256}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are under time pressure, so you feel very rushed.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-5.972517490386963,-6.091088771820068,-7.117032051086426,correct,False,True,False,"{'correct': 0.4531926876105943, 'intuitive': 0.4025205343493182, 't': 0.1442867780400875}",-29.862586975097656,-30.4554443359375,-35.58515930175781,correct,False,True,False,"{'correct': 0.6426665344356973, 'intuitive': 0.3552311200057073, 't': 0.0021023455585953417}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are not under time pressure, so you feel very relaxed.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-5.985062599182129,-6.150298118591309,-6.905378818511963,correct,False,True,False,"{'correct': 0.4452187146625092, 'intuitive': 0.37740924743332877, 't': 0.1773720379041622}",-29.925312042236328,-30.75149154663086,-34.526893615722656,correct,False,True,False,"{'correct': 0.6907249158681332, 'intuitive': 0.30234300300299166, 't': 0.006932081128875184}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are a very impatient person.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",21,You are a very impatient person.,fast,impatient/patient,personality,-6.046204566955566,-6.262019157409668,-7.347325801849365,correct,False,True,False,"{'correct': 0.4812062264366349, 'intuitive': 0.3877967386733643, 't': 0.1309970348900009}",-30.231021881103516,-31.310096740722656,-36.736629486083984,correct,False,True,False,"{'correct': 0.7454870765799585, 'intuitive': 0.25339839631508077, 't': 0.0011145271049608236}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are a very patient person.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",22,You are a very patient person.,slow,impatient/patient,personality,-5.9673285484313965,-6.192741870880127,-7.12127685546875,correct,False,True,False,"{'correct': 0.4731319491148682, 'intuitive': 0.3776474125659131, 't': 0.14922063831921858}",-29.83664321899414,-30.963708877563477,-35.60638427734375,correct,False,True,False,"{'correct': 0.753520956375138, 'intuitive': 0.24412763215958952, 't': 0.0023514114652725135}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are a very impulsive person.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-5.9229512214660645,-6.158727169036865,-7.238999843597412,correct,False,True,False,"{'correct': 0.4858730966932485, 'intuitive': 0.38381916773607216, 't': 0.13030773557067926}",-29.614755630493164,-30.793636322021484,-36.19499969482422,correct,False,True,False,"{'correct': 0.7639358817606472, 'intuitive': 0.23500414909678358, 't': 0.0010599691425692878}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are a very thoughtful person.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-5.974302768707275,-6.204831123352051,-7.180584907531738,correct,False,True,False,"{'correct': 0.47768679211254395, 'intuitive': 0.37933772999683146, 't': 0.14297547789062462}",-29.87151336669922,-31.024154663085938,-35.902923583984375,correct,False,True,False,"{'correct': 0.7586081281521739, 'intuitive': 0.23956961615272712, 't': 0.0018222556950990055}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are a very spontaneous person.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-5.9925947189331055,-6.256627082824707,-7.276895046234131,correct,False,True,False,"{'correct': 0.48904708109211875, 'intuitive': 0.3755630630461442, 't': 0.13538985586173716}",-29.962974548339844,-31.28313636779785,-36.38447570800781,correct,False,True,False,"{'correct': 0.7881970387894305, 'intuitive': 0.21052118478512868, 't': 0.0012817764254409042}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are a very deliberate person.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-5.950194358825684,-6.143914699554443,-7.197287559509277,correct,False,True,False,"{'correct': 0.47365818664968967, 'intuitive': 0.39024142873027073, 't': 0.13610038462003954}",-29.7509708404541,-30.719573974609375,-35.9864387512207,correct,False,True,False,"{'correct': 0.7238133475718047, 'intuitive': 0.27476891017866206, 't': 0.0014177422495333324}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are a very carefree person.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",27,You are a very carefree person.,fast,carefree/cautious,personality,-5.9268693923950195,-6.192131996154785,-7.196045875549316,correct,False,True,False,"{'correct': 0.4882651592161552, 'intuitive': 0.37450157688033353, 't': 0.13723326390351126}",-29.63434600830078,-30.96065902709961,-35.980228424072266,correct,False,True,False,"{'correct': 0.7891363461736116, 'intuitive': 0.20947954470505262, 't': 0.001384109121335821}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are a very cautious person.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",28,You are a very cautious person.,slow,carefree/cautious,personality,-5.889579772949219,-6.134580612182617,-7.054799556732178,correct,False,True,False,"{'correct': 0.47742769701257876, 'intuitive': 0.37368451152545484, 't': 0.14888779146196632}",-29.447898864746094,-30.672903060913086,-35.27399826049805,correct,False,True,False,"{'correct': 0.7711848167142926, 'intuitive': 0.2265405276785367, 't': 0.0022746556071705816}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are a very impatient individual, so you tend to think quickly.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-6.053133964538574,-6.252761363983154,-7.356764316558838,correct,False,True,False,"{'correct': 0.47833613952802057, 'intuitive': 0.39177445592819266, 't': 0.1298894045437867}",-30.265670776367188,-31.26380729675293,-36.78382110595703,correct,False,True,False,"{'correct': 0.7299046234284612, 'intuitive': 0.26901774726358296, 't': 0.0010776293079558154}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are a very patient individual, so you tend to think carefully.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-5.899440765380859,-6.113034725189209,-6.911608695983887,correct,False,True,False,"{'correct': 0.46059463209380713, 'intuitive': 0.37201135326987694, 't': 0.16739401463631587}",-29.497203826904297,-30.565174102783203,-34.55804443359375,correct,False,True,False,"{'correct': 0.7407156854824615, 'intuitive': 0.2545880084591688, 't': 0.004696306058369851}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are a very impulsive individual, so you tend to think quickly.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-5.898104190826416,-6.107074737548828,-7.181429862976074,correct,False,True,False,"{'correct': 0.47880490839229733, 'intuitive': 0.38851146423967814, 't': 0.13268362736802447}",-29.490520477294922,-30.53537368774414,-35.90715026855469,correct,False,True,False,"{'correct': 0.7388920862381456, 'intuitive': 0.25990045000352996, 't': 0.0012074637583244015}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You are a very thoughtful individual, so you tend to think carefully.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-5.946535587310791,-6.178971290588379,-7.054431915283203,correct,False,True,False,"{'correct': 0.4710640245647996, 'intuitive': 0.37336568001285936, 't': 0.15557029542234105}",-29.732677459716797,-30.894855499267578,-35.272159576416016,correct,False,True,False,"{'correct': 0.7594555830599009, 'intuitive': 0.23756084947097642, 't': 0.002983567469122777}"
