task,item_id,question,total_cost,more,correct,intuitive,total_cost_money_fmt,more_money_fmt,correct_money_fmt,intuitive_money_fmt,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_total_cost,mean_logp_more,mean_logp_correct_money_fmt,mean_logp_intuitive_money_fmt,mean_logp_total_cost_money_fmt,mean_logp_more_money_fmt,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_total_cost,sum_logp_more,sum_logp_correct_money_fmt,sum_logp_intuitive_money_fmt,sum_logp_total_cost_money_fmt,sum_logp_more_money_fmt,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You slept nine hours last night, so you are very well-rested.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-7.67594051361084,-6.077870845794678,-5.88793420791626,-4.3040452003479,-6.396617412567139,-5.064892292022705,-6.92110538482666,-6.281480312347412,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.15381166774171556, 'intuitive_money_fmt': 0.5825727310508432, 'total_cost_money_fmt': 0.09103471752417802, 'more_money_fmt': 0.17258088368326324}",-38.379703521728516,-30.389354705810547,-35.327606201171875,-17.2161808013916,-38.379703521728516,-30.389354705810547,-48.44773864746094,-43.97036361694336,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0003386007908263689, 'intuitive_money_fmt': 0.9996601209989509, 'total_cost_money_fmt': 1.4361369936147569e-08, 'more_money_fmt': 1.2638488527556106e-06}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You are in a noisy environment, so you feel very distracted.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-7.919763088226318,-6.344021320343018,-6.148081302642822,-4.201877593994141,-6.599802494049072,-5.286684513092041,-7.040061950683594,-6.543635368347168,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.15577800921136511, 'intuitive_money_fmt': 0.5791433082504814, 'total_cost_money_fmt': 0.10030068448160846, 'more_money_fmt': 0.1647779980565449}",-39.59881591796875,-31.72010612487793,-36.88848876953125,-16.807510375976562,-39.59881591796875,-31.720108032226562,-49.280433654785156,-45.80544662475586,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0003785784189758643, 'intuitive_money_fmt': 0.9996206347288606, 'total_cost_money_fmt': 2.3631032321326427e-08, 'more_money_fmt': 7.632211310374016e-07}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You are in a quiet environment, so you feel very focused.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-8.046306610107422,-6.472119331359863,-6.439413070678711,-4.708366870880127,-6.705255508422852,-5.3934326171875,-7.185948848724365,-6.801459789276123,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.16026748536966415, 'intuitive_money_fmt': 0.595062888045768, 'total_cost_money_fmt': 0.09910212287179855, 'more_money_fmt': 0.14556750371276933}",-40.23153305053711,-32.360595703125,-38.636478424072266,-18.833467483520508,-40.23153305053711,-32.360595703125,-50.30164337158203,-47.6102180480957,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.00038153071268505544, 'intuitive_money_fmt': 0.9996182149027019, 'total_cost_money_fmt': 1.614864766894497e-08, 'more_money_fmt': 2.382359654502989e-07}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You are in a dark room, so you can't see very well.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-7.482998847961426,-6.341146469116211,-6.293842315673828,-5.154864311218262,-6.235832214355469,-5.2842888832092285,-7.07698392868042,-6.871958255767822,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.2197678527008333, 'intuitive_money_fmt': 0.5691335436070727, 'total_cost_money_fmt': 0.09476688746482737, 'more_money_fmt': 0.11633171622726668}",-37.41499328613281,-31.705732345581055,-37.76305389404297,-20.619457244873047,-37.41499328613281,-31.705732345581055,-49.53888702392578,-48.10370635986328,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0033041676845277797, 'intuitive_money_fmt': 0.9966957390418167, 'total_cost_money_fmt': 1.793584862417283e-08, 'more_money_fmt': 7.533780675769159e-08}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You are in a well-lit room, so you can see things clearly.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-7.754820823669434,-6.220883846282959,-6.3879241943359375,-4.444666385650635,-6.462350845336914,-5.184070110321045,-7.183262348175049,-6.5895490646362305,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.16786045229727564, 'intuitive_money_fmt': 0.6026964848643689, 'total_cost_money_fmt': 0.08163201210966836, 'more_money_fmt': 0.147811050728687}",-38.774105072021484,-31.104419708251953,-38.327545166015625,-17.77866554260254,-38.774105072021484,-31.104419708251953,-50.2828369140625,-46.1268424987793,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.00046654675239819824, 'intuitive_money_fmt': 0.9995331495827057, 'total_cost_money_fmt': 4.685073817533359e-09, 'more_money_fmt': 2.989798222480177e-07}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You are in a room that is sweltering, so you feel very uncomfortable.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-8.0278959274292,-6.524349212646484,-6.339524745941162,-4.540599346160889,-6.689913272857666,-5.436957836151123,-7.287439823150635,-6.559126853942871,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.16153604470906552, 'intuitive_money_fmt': 0.5654849838917808, 'total_cost_money_fmt': 0.08887241078873673, 'more_money_fmt': 0.18410656061041697}",-40.13948059082031,-32.62174606323242,-38.037147521972656,-18.162397384643555,-40.13948059082031,-32.62174606323242,-51.01207733154297,-45.91388702392578,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0005430661407633204, 'intuitive_money_fmt': 0.9994552367711393, 'total_cost_money_fmt': 1.0302531656939807e-08, 'more_money_fmt': 1.686785565632388e-06}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You are in a room with a pleasant temperature, so you feel very comfortable.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-7.850494384765625,-6.31080436706543,-6.285324573516846,-4.53757381439209,-6.542078495025635,-5.259003639221191,-7.095620155334473,-6.4243035316467285,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.15853848124644093, 'intuitive_money_fmt': 0.571961798633492, 'total_cost_money_fmt': 0.09114536844944807, 'more_money_fmt': 0.1783543516706191}",-39.252471923828125,-31.55402183532715,-37.71194839477539,-18.15029525756836,-39.252471923828125,-31.55402183532715,-49.669342041015625,-44.970123291015625,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.00045332329157366376, 'intuitive_money_fmt': 0.9995451728781362, 'total_cost_money_fmt': 1.3564969540639873e-08, 'more_money_fmt': 1.4902653206993957e-06}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You just got in an argument, so you feel very emotional.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-7.970106601715088,-6.162014961242676,-6.253939151763916,-4.562041282653809,-6.6417555809021,-5.135012149810791,-6.943569660186768,-6.282157897949219,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.13013646047992575, 'intuitive_money_fmt': 0.5871774224181381, 'total_cost_money_fmt': 0.09623272885747705, 'more_money_fmt': 0.1864533882444591}",-39.85053253173828,-30.810073852539062,-37.52363586425781,-18.248165130615234,-39.85053253173828,-30.810073852539062,-48.60498809814453,-43.97510528564453,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.00011850218916848562, 'intuitive_money_fmt': 0.9998795628882787, 'total_cost_money_fmt': 1.8694533351460542e-08, 'more_money_fmt': 1.916228019378156e-06}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You just meditated, so you feel very calm.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-7.821499824523926,-5.957192420959473,-6.6539177894592285,-4.790163993835449,-6.517916202545166,-4.964326858520508,-7.182167053222656,-6.576563835144043,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.13915735429739517, 'intuitive_money_fmt': 0.6579932560970967, 'total_cost_money_fmt': 0.07161857641680515, 'more_money_fmt': 0.131230813188703}",-39.10749816894531,-29.785961151123047,-39.92350769042969,-19.160655975341797,-39.10749816894531,-29.785961151123047,-50.275169372558594,-46.035945892333984,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 8.946826478265068e-05, 'intuitive_money_fmt': 0.9999104428356427, 'total_cost_money_fmt': 1.2636041248902291e-09, 'more_money_fmt': 8.763597039083814e-08}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You are under time pressure, so you feel very rushed.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-7.432279109954834,-5.931755065917969,-5.927070617675781,-3.983258008956909,-6.193565845489502,-4.943129539489746,-6.678526878356934,-6.365901470184326,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.16808745478740109, 'intuitive_money_fmt': 0.5869388931578875, 'total_cost_money_fmt': 0.10349500754895137, 'more_money_fmt': 0.14147864450576}",-37.16139602661133,-29.658775329589844,-35.56242370605469,-15.933032035827637,-37.16139602661133,-29.658777236938477,-46.74968719482422,-44.561309814453125,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0005513335102036072, 'intuitive_money_fmt': 0.9994482916756983, 'total_cost_money_fmt': 3.7780912640418236e-08, 'more_money_fmt': 3.3703318552105444e-07}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You are not under time pressure, so you feel very relaxed.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-7.859316825866699,-6.280452728271484,-6.392831325531006,-4.574600696563721,-6.549430847167969,-5.233710765838623,-7.10274600982666,-6.668090343475342,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.16153563466753967, 'intuitive_money_fmt': 0.6021134289538382, 'total_cost_money_fmt': 0.0928894989862802, 'more_money_fmt': 0.1434614373923419}",-39.29658508300781,-31.402263641357422,-38.35698699951172,-18.298402786254883,-39.29658508300781,-31.402263641357422,-49.71922302246094,-46.676631927490234,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0003727157584617799, 'intuitive_money_fmt': 0.9996270407377726, 'total_cost_money_fmt': 1.1088776016027801e-08, 'more_money_fmt': 2.3241498958781614e-07}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You are a very impatient person.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",21,You are a very impatient person.,fast,impatient/patient,personality,-7.012866020202637,-5.687376976013184,-5.882108688354492,-4.117609024047852,-5.84405517578125,-4.739480972290039,-6.876320838928223,-6.316963195800781,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.2001070342432101, 'intuitive_money_fmt': 0.6039108562800946, 'total_cost_money_fmt': 0.07127792922501205, 'more_money_fmt': 0.12470418025168317}",-35.0643310546875,-28.436885833740234,-35.29265213012695,-16.470436096191406,-35.0643310546875,-28.436885833740234,-48.134246826171875,-44.21874237060547,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0013217904915291678, 'intuitive_money_fmt': 0.9986780669402008, 'total_cost_money_fmt': 2.7859308010019365e-09, 'more_money_fmt': 1.3978233916072676e-07}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You are a very patient person.

Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",22,You are a very patient person.,slow,impatient/patient,personality,-7.930804252624512,-6.394410133361816,-6.413539886474609,-4.896899700164795,-6.60900354385376,-5.328674793243408,-7.177822113037109,-6.626669883728027,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.16269408188392362, 'intuitive_money_fmt': 0.5853443987194294, 'total_cost_money_fmt': 0.09211640693133875, 'more_money_fmt': 0.15984511246530814}",-39.654022216796875,-31.972049713134766,-38.481239318847656,-19.58759880065918,-39.654022216796875,-31.972049713134766,-50.244754791259766,-46.386688232421875,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.000460851808813866, 'intuitive_money_fmt': 0.999538587564709, 'total_cost_money_fmt': 1.1589496802689776e-08, 'more_money_fmt': 5.490369803652558e-07}"
