task,item_id,question,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You slept nine hours last night, so you are very well-rested.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-8.011017799377441,-7.588780403137207,intuitive,False,False,True,"{'correct': 0.3959814850208907, 'intuitive': 0.6040185149791093}",-40.05508804321289,-37.94390106201172,intuitive,False,False,True,"{'correct': 0.10801425125734465, 'intuitive': 0.8919857487426552}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are in a noisy environment, so you feel very distracted.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-7.425518989562988,-7.186866760253906,intuitive,False,False,True,"{'correct': 0.4406185143150974, 'intuitive': 0.5593814856849025}",-37.127593994140625,-35.93433380126953,intuitive,False,False,True,"{'correct': 0.23267636000924866, 'intuitive': 0.7673236399907514}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are in a quiet environment, so you feel very focused.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-8.050651550292969,-7.825697422027588,intuitive,False,False,True,"{'correct': 0.44399743349299625, 'intuitive': 0.5560025665070036}",-40.253257751464844,-39.12848663330078,intuitive,False,False,True,"{'correct': 0.24512736294261275, 'intuitive': 0.7548726370573873}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are in a dark room, so you can't see very well.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-7.5772809982299805,-7.343506813049316,intuitive,False,False,True,"{'correct': 0.4418211705622446, 'intuitive': 0.5581788294377554}",-37.88640594482422,-36.717533111572266,intuitive,False,False,True,"{'correct': 0.23705878538885197, 'intuitive': 0.762941214611148}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are in a well-lit room, so you can see things clearly.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-7.634091377258301,-7.3789873123168945,intuitive,False,False,True,"{'correct': 0.4365676160562106, 'intuitive': 0.5634323839437894}",-38.17045593261719,-36.894935607910156,intuitive,False,False,True,"{'correct': 0.21831372819201056, 'intuitive': 0.7816862718079893}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are in a room that is sweltering, so you feel very uncomfortable.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-7.272717475891113,-7.035499572753906,intuitive,False,False,True,"{'correct': 0.440972068245714, 'intuitive': 0.559027931754286}",-36.36358642578125,-35.17749786376953,intuitive,False,False,True,"{'correct': 0.23395922309045156, 'intuitive': 0.7660407769095485}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are in a room with a pleasant temperature, so you feel very comfortable.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-7.729469299316406,-7.481607913970947,intuitive,False,False,True,"{'correct': 0.43834995487352546, 'intuitive': 0.5616500451264744}",-38.64734649658203,-37.40803909301758,intuitive,False,False,True,"{'correct': 0.22455656517352965, 'intuitive': 0.7754434348264704}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You just got in an argument, so you feel very emotional.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-7.0967698097229,-6.747523307800293,intuitive,False,False,True,"{'correct': 0.4135651543212467, 'intuitive': 0.5864348456787534}",-35.483848571777344,-33.73761749267578,intuitive,False,False,True,"{'correct': 0.14852319994904553, 'intuitive': 0.8514768000509544}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You just meditated, so you feel very calm.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-8.019332885742188,-7.612835884094238,intuitive,False,False,True,"{'correct': 0.3997523711250883, 'intuitive': 0.6002476288749117}",-40.09666442871094,-38.064178466796875,intuitive,False,False,True,"{'correct': 0.11583407519258265, 'intuitive': 0.8841659248074173}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are under time pressure, so you feel very rushed.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-7.289630889892578,-7.067008018493652,intuitive,False,False,True,"{'correct': 0.4445730111025895, 'intuitive': 0.5554269888974105}",-36.44815444946289,-35.33504104614258,intuitive,False,False,True,"{'correct': 0.24729090968268705, 'intuitive': 0.7527090903173129}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are not under time pressure, so you feel very relaxed.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-7.520177364349365,-7.322174072265625,intuitive,False,False,True,"{'correct': 0.45066027000499154, 'intuitive': 0.5493397299950085}",-37.600887298583984,-36.610870361328125,intuitive,False,False,True,"{'correct': 0.27090873223851153, 'intuitive': 0.7290912677614884}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very impatient person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",21,You are a very impatient person.,fast,impatient/patient,personality,-6.904777526855469,-6.831461429595947,intuitive,False,False,True,"{'correct': 0.48167918153180833, 'intuitive': 0.5183208184681917}",-34.523887634277344,-34.15730667114258,intuitive,False,False,True,"{'correct': 0.4093674390299311, 'intuitive': 0.5906325609700688}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very patient person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",22,You are a very patient person.,slow,impatient/patient,personality,-7.111215114593506,-6.998132228851318,intuitive,False,False,True,"{'correct': 0.47175936663989393, 'intuitive': 0.5282406333601062}",-35.55607604980469,-34.99066162109375,intuitive,False,False,True,"{'correct': 0.362295593343085, 'intuitive': 0.637704406656915}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very impulsive person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-7.33679723739624,-7.214289665222168,intuitive,False,False,True,"{'correct': 0.4694113538589844, 'intuitive': 0.5305886461410155}",-36.68398666381836,-36.071449279785156,intuitive,False,False,True,"{'correct': 0.3514806038228831, 'intuitive': 0.6485193961771168}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very thoughtful person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-7.470532417297363,-7.406332492828369,intuitive,False,False,True,"{'correct': 0.4839555292856213, 'intuitive': 0.5160444707143786}",-37.3526611328125,-37.03166198730469,intuitive,False,False,True,"{'correct': 0.42043226775215214, 'intuitive': 0.5795677322478479}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very spontaneous person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-7.3366241455078125,-7.231359958648682,intuitive,False,False,True,"{'correct': 0.4737082260771553, 'intuitive': 0.5262917739228447}",-36.68312072753906,-36.15679931640625,intuitive,False,False,True,"{'correct': 0.3713752683751324, 'intuitive': 0.6286247316248675}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very deliberate person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-7.097283840179443,-7.050290584564209,intuitive,False,False,True,"{'correct': 0.48825384766699237, 'intuitive': 0.5117461523330077}",-35.486419677734375,-35.2514533996582,intuitive,False,False,True,"{'correct': 0.4415272027288475, 'intuitive': 0.5584727972711525}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very carefree person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",27,You are a very carefree person.,fast,carefree/cautious,personality,-7.010618686676025,-6.965729713439941,intuitive,False,False,True,"{'correct': 0.48877964073165814, 'intuitive': 0.5112203592683419}",-35.05309295654297,-34.82864761352539,intuitive,False,False,True,"{'correct': 0.4441230376843227, 'intuitive': 0.5558769623156774}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very cautious person.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",28,You are a very cautious person.,slow,carefree/cautious,personality,-7.136927127838135,-7.092312812805176,intuitive,False,False,True,"{'correct': 0.4888482709150139, 'intuitive': 0.5111517290849861}",-35.684635162353516,-35.46156311035156,intuitive,False,False,True,"{'correct': 0.44446209866573727, 'intuitive': 0.5555379013342628}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very impatient individual, so you tend to think quickly.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-6.973316192626953,-6.904311180114746,intuitive,False,False,True,"{'correct': 0.4827555890430798, 'intuitive': 0.5172444109569202}",-34.866580963134766,-34.52155685424805,intuitive,False,False,True,"{'correct': 0.41458957950968706, 'intuitive': 0.585410420490313}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very patient individual, so you tend to think carefully.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-7.456167697906494,-7.385673522949219,intuitive,False,False,True,"{'correct': 0.4823837508810351, 'intuitive': 0.5176162491189649}",-37.28083801269531,-36.928367614746094,intuitive,False,False,True,"{'correct': 0.4127834844803058, 'intuitive': 0.5872165155196942}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very impulsive individual, so you tend to think quickly.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-7.360716342926025,-7.266245365142822,intuitive,False,False,True,"{'correct': 0.4763998051279658, 'intuitive': 0.5236001948720341}",-36.80358123779297,-36.33122634887695,intuitive,False,False,True,"{'correct': 0.3840590246471476, 'intuitive': 0.6159409753528525}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very thoughtful individual, so you tend to think carefully.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-7.334384918212891,-7.2973198890686035,intuitive,False,False,True,"{'correct': 0.4907348034128822, 'intuitive': 0.5092651965871179}",-36.67192459106445,-36.48659896850586,intuitive,False,False,True,"{'correct': 0.45380074710043056, 'intuitive': 0.5461992528995695}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very spontaneous individual, so you tend to think quickly.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",33,"You are a very spontaneous individual, so you tend to think quickly.",fast,spontaneous/deliberate_explicit,personality_explicit,-7.503007411956787,-7.374342441558838,intuitive,False,False,True,"{'correct': 0.4678780592017325, 'intuitive': 0.5321219407982675}",-37.515037536621094,-36.87171173095703,intuitive,False,False,True,"{'correct': 0.3444951239099266, 'intuitive': 0.6555048760900735}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very deliberate individual, so you tend to think carefully.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",34,"You are a very deliberate individual, so you tend to think carefully.",slow,spontaneous/deliberate_explicit,personality_explicit,-7.176294803619385,-7.10607385635376,intuitive,False,False,True,"{'correct': 0.48245197334053513, 'intuitive': 0.5175480266594649}",-35.881473541259766,-35.53036880493164,intuitive,False,False,True,"{'correct': 0.4131145510605278, 'intuitive': 0.5868854489394723}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very carefree individual, so you tend to think quickly.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",35,"You are a very carefree individual, so you tend to think quickly.",fast,carefree/cautious_explicit,personality_explicit,-7.198040962219238,-7.1563544273376465,intuitive,False,False,True,"{'correct': 0.4895798752151473, 'intuitive': 0.5104201247848528}",-35.990203857421875,-35.78177261352539,intuitive,False,False,True,"{'correct': 0.4480800189038904, 'intuitive': 0.5519199810961096}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct System: You are a very cautious individual, so you tend to think carefully.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",36,"You are a very cautious individual, so you tend to think carefully.",slow,carefree/cautious_explicit,personality_explicit,-7.385760307312012,-7.351428031921387,intuitive,False,False,True,"{'correct': 0.49141777412859117, 'intuitive': 0.5085822258714089}",-36.928802490234375,-36.75714111328125,intuitive,False,False,True,"{'correct': 0.4571897305931348, 'intuitive': 0.5428102694068652}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?<|end_of_turn|>GPT4 Correct Assistant:",0,,baseline,,,-6.754275321960449,-6.965904235839844,correct,False,True,False,"{'correct': 0.5527106467402558, 'intuitive': 0.44728935325974417}",-27.017101287841797,-27.863616943359375,correct,False,True,False,"{'correct': 0.6998357112842686, 'intuitive': 0.3001642887157314}"
