task,item_id,question,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You just meditated, so you feel very calm. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-8.299586296081543,-7.558795928955078,intuitive,False,False,True,"{'correct': 0.32283133641550676, 'intuitive': 0.6771686635844932}",-33.19834518432617,-30.235183715820312,intuitive,False,False,True,"{'correct': 0.0491181373154091, 'intuitive': 0.9508818626845909}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are under time pressure, so you feel very rushed. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-8.13183879852295,-7.737512588500977,intuitive,False,False,True,"{'correct': 0.40267628896001667, 'intuitive': 0.5973237110399833}",-32.5273551940918,-30.950050354003906,intuitive,False,False,True,"{'correct': 0.17117752112463397, 'intuitive': 0.828822478875366}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are not under time pressure, so you feel very relaxed. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-8.152541160583496,-7.827753067016602,intuitive,False,False,True,"{'correct': 0.41950929801779835, 'intuitive': 0.5804907019822017}",-32.610164642333984,-31.311012268066406,intuitive,False,False,True,"{'correct': 0.21430770554239698, 'intuitive': 0.785692294457603}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very impatient person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",21,You are a very impatient person.,fast,impatient/patient,personality,-7.43149471282959,-7.147150039672852,intuitive,False,False,True,"{'correct': 0.4293889449731485, 'intuitive': 0.5706110550268516}",-29.72597885131836,-28.588600158691406,intuitive,False,False,True,"{'correct': 0.2428019612098326, 'intuitive': 0.7571980387901674}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very patient person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",22,You are a very patient person.,slow,impatient/patient,personality,-7.891386032104492,-7.503661155700684,intuitive,False,False,True,"{'correct': 0.40426511015573585, 'intuitive': 0.5957348898442641}",-31.56554412841797,-30.014644622802734,intuitive,False,False,True,"{'correct': 0.17495638957567858, 'intuitive': 0.8250436104243215}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very impulsive person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-7.3029093742370605,-6.950651168823242,intuitive,False,False,True,"{'correct': 0.41283491947652873, 'intuitive': 0.5871650805234712}",-29.211637496948242,-27.80260467529297,intuitive,False,False,True,"{'correct': 0.19638665060026977, 'intuitive': 0.8036133493997302}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very thoughtful person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-8.058263778686523,-7.770387649536133,intuitive,False,False,True,"{'correct': 0.4285239051408537, 'intuitive': 0.5714760948591463}",-32.233055114746094,-31.08155059814453,intuitive,False,False,True,"{'correct': 0.24021438425398958, 'intuitive': 0.7597856157460103}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very spontaneous person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-7.640047550201416,-7.295123100280762,intuitive,False,False,True,"{'correct': 0.4146137674508981, 'intuitive': 0.5853862325491019}",-30.560190200805664,-29.180492401123047,intuitive,False,False,True,"{'correct': 0.201057538831061, 'intuitive': 0.798942461168939}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very deliberate person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-7.98552131652832,-7.722043514251709,intuitive,False,False,True,"{'correct': 0.43450898036250657, 'intuitive': 0.5654910196374935}",-31.94208526611328,-30.888174057006836,intuitive,False,False,True,"{'correct': 0.25847474889353284, 'intuitive': 0.7415252511064673}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very carefree person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",27,You are a very carefree person.,fast,carefree/cautious,personality,-7.393449783325195,-7.1852593421936035,intuitive,False,False,True,"{'correct': 0.44813957121111125, 'intuitive': 0.5518604287888887}",-29.57379913330078,-28.741037368774414,intuitive,False,False,True,"{'correct': 0.303061426462543, 'intuitive': 0.696938573537457}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very cautious person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",28,You are a very cautious person.,slow,carefree/cautious,personality,-7.951340675354004,-7.6768341064453125,intuitive,False,False,True,"{'correct': 0.43180107522425676, 'intuitive': 0.5681989247757432}",-31.805362701416016,-30.70733642578125,intuitive,False,False,True,"{'correct': 0.25010989354036883, 'intuitive': 0.7498901064596312}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very impatient individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-7.642335891723633,-7.381051540374756,intuitive,False,False,True,"{'correct': 0.4350480124384182, 'intuitive': 0.5649519875615817}",-30.56934356689453,-29.524206161499023,intuitive,False,False,True,"{'correct': 0.26015994511504936, 'intuitive': 0.7398400548849506}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very patient individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-8.150522232055664,-7.937002182006836,intuitive,False,False,True,"{'correct': 0.4468218703127745, 'intuitive': 0.5531781296872255}",-32.602088928222656,-31.748008728027344,intuitive,False,False,True,"{'correct': 0.29857764347373333, 'intuitive': 0.7014223565262666}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very impulsive individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-7.498823165893555,-7.217777252197266,intuitive,False,False,True,"{'correct': 0.4301973750575096, 'intuitive': 0.5698026249424905}",-29.99529266357422,-28.871109008789062,intuitive,False,False,True,"{'correct': 0.24523608340574726, 'intuitive': 0.7547639165942528}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very thoughtful individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-8.191632270812988,-8.034833908081055,intuitive,False,False,True,"{'correct': 0.46088052488763026, 'intuitive': 0.5391194751123698}",-32.76652908325195,-32.13933563232422,intuitive,False,False,True,"{'correct': 0.34814718633652847, 'intuitive': 0.6518528136634715}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very spontaneous individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",33,"You are a very spontaneous individual, so you tend to think quickly.",fast,spontaneous/deliberate_explicit,personality_explicit,-7.7649126052856445,-7.402612686157227,intuitive,False,False,True,"{'correct': 0.4104029346110836, 'intuitive': 0.5895970653889164}",-31.059650421142578,-29.610450744628906,intuitive,False,False,True,"{'correct': 0.19012476713641688, 'intuitive': 0.8098752328635832}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very deliberate individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",34,"You are a very deliberate individual, so you tend to think carefully.",slow,spontaneous/deliberate_explicit,personality_explicit,-8.147037506103516,-7.949220657348633,intuitive,False,False,True,"{'correct': 0.4507064273823672, 'intuitive': 0.5492935726176328}",-32.58815002441406,-31.79688262939453,intuitive,False,False,True,"{'correct': 0.31189659993441615, 'intuitive': 0.6881034000655839}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very carefree individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",35,"You are a very carefree individual, so you tend to think quickly.",fast,carefree/cautious_explicit,personality_explicit,-7.705130577087402,-7.487873077392578,intuitive,False,False,True,"{'correct': 0.44589826172836367, 'intuitive': 0.5541017382716362}",-30.82052230834961,-29.951492309570312,intuitive,False,False,True,"{'correct': 0.29545617915678485, 'intuitive': 0.7045438208432152}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<s>GPT4 Correct User: You are a very cautious individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?<|end_of_turn|>GPT4 Correct Assistant:",36,"You are a very cautious individual, so you tend to think carefully.",slow,carefree/cautious_explicit,personality_explicit,-8.174293518066406,-8.012862205505371,intuitive,False,False,True,"{'correct': 0.45972958804071506, 'intuitive': 0.540270411959285}",-32.697174072265625,-32.051448822021484,intuitive,False,False,True,"{'correct': 0.34395348793141217, 'intuitive': 0.6560465120685878}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>GPT4 Correct User: Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?<|end_of_turn|>GPT4 Correct Assistant:",0,,baseline,,,-6.754275321960449,-6.965904235839844,correct,False,True,False,"{'correct': 0.5527106467402558, 'intuitive': 0.44728935325974417}",-27.017101287841797,-27.863616943359375,correct,False,True,False,"{'correct': 0.6998357112842686, 'intuitive': 0.3001642887157314}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>GPT4 Correct User: You tend to think shallowly, so you say what comes to mind first. Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?<|end_of_turn|>GPT4 Correct Assistant:",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-5.764618396759033,-6.417295932769775,correct,False,True,False,"{'correct': 0.6576135853804924, 'intuitive': 0.3423864146195076}",-23.058473587036133,-25.6691837310791,correct,False,True,False,"{'correct': 0.9315476936183431, 'intuitive': 0.06845230638165685}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<s>GPT4 Correct User: You tend to think deeply, so you say what is most correct. Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?<|end_of_turn|>GPT4 Correct Assistant:",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-6.813638210296631,-7.052559852600098,correct,False,True,False,"{'correct': 0.5594478878772341, 'intuitive': 0.4405521121227658}",-27.254552841186523,-28.21023941040039,correct,False,True,False,"{'correct': 0.722257353793571, 'intuitive': 0.2777426462064291}"
