task,item_id,question,t,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_t,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_t,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You slept nine hours last night, so you are very well-rested. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-5.863290786743164,-5.406369686126709,-5.582322597503662,intuitive,False,False,True,"{'correct': 0.25617275445764903, 'intuitive': 0.4045491105380546, 't': 0.33927813500429643}",-23.453163146972656,-21.625478744506836,-22.32929039001465,intuitive,False,False,True,"{'correct': 0.09712307053719914, 'intuitive': 0.6040538473407219, 't': 0.298823082122079}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are in a noisy environment, so you feel very distracted. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-6.0189690589904785,-5.501736640930176,-5.851565361022949,intuitive,False,False,True,"{'correct': 0.2590935105474049, 'intuitive': 0.43459799709018143, 't': 0.3063084923624136}",-24.075876235961914,-22.006946563720703,-23.406261444091797,intuitive,False,False,True,"{'correct': 0.09199775745420698, 'intuitive': 0.7282860329942938, 't': 0.17971620955149914}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are in a quiet environment, so you feel very focused. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-5.96873664855957,-5.419214725494385,-5.82343053817749,intuitive,False,False,True,"{'correct': 0.2571475387714326, 'intuitive': 0.4454887188135536, 't': 0.29736374241501373}",-23.87494659423828,-21.67685890197754,-23.29372215270996,intuitive,False,False,True,"{'correct': 0.08477451379117759, 'intuitive': 0.7636294397291415, 't': 0.1515960464796809}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are in a dark room, so you can't see very well. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-5.893141269683838,-5.380570888519287,-5.812079429626465,intuitive,False,False,True,"{'correct': 0.26638145451858086, 'intuitive': 0.444744385374057, 't': 0.28887416010736205}",-23.57256507873535,-21.52228355407715,-23.24831771850586,intuitive,False,False,True,"{'correct': 0.09849230315373894, 'intuitive': 0.7652938894069995, 't': 0.13621380743926154}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are in a well-lit room, so you can see things clearly. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-5.880674839019775,-5.403153896331787,-5.709735870361328,intuitive,False,False,True,"{'correct': 0.2632624126087865, 'intuitive': 0.42439823333726556, 't': 0.3123393540539479}",-23.5226993560791,-21.61261558532715,-22.838943481445312,intuitive,False,False,True,"{'correct': 0.10272256035357259, 'intuitive': 0.6937526854301428, 't': 0.2035247542162845}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are in a room that is sweltering, so you feel very uncomfortable. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-6.05100154876709,-5.4731035232543945,-5.9009108543396,intuitive,False,False,True,"{'correct': 0.2535350528186111, 'intuitive': 0.45187252440522135, 't': 0.29459242277616765}",-24.20400619506836,-21.892414093017578,-23.6036434173584,intuitive,False,False,True,"{'correct': 0.07743979762665247, 'intuitive': 0.7814044923616255, 't': 0.14115571001172206}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are in a room with a pleasant temperature, so you feel very comfortable. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-6.0038065910339355,-5.488053321838379,-5.8519086837768555,intuitive,False,False,True,"{'correct': 0.26048849994850065, 'intuitive': 0.4362921044436813, 't': 0.30321939560781797}",-24.015226364135742,-21.952213287353516,-23.407634735107422,intuitive,False,False,True,"{'correct': 0.09340861840131834, 'intuitive': 0.7350927574511958, 't': 0.1714986241474858}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You just got in an argument, so you feel very emotional. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-6.036977291107178,-5.350176811218262,-6.0337958335876465,intuitive,False,False,True,"{'correct': 0.25059307123465924, 'intuitive': 0.4980153367634402, 't': 0.25139159200190053}",-24.14790916442871,-21.400707244873047,-24.135183334350586,intuitive,False,False,True,"{'correct': 0.05678033621475175, 'intuitive': 0.8857121333991878, 't': 0.05750753038606046}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You just meditated, so you feel very calm. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-5.880422592163086,-5.24974250793457,-5.796285629272461,intuitive,False,False,True,"{'correct': 0.25210089441766587, 'intuitive': 0.4736693319281354, 't': 0.2742297736541988}",-23.521690368652344,-20.99897003173828,-23.185142517089844,intuitive,False,False,True,"{'correct': 0.06728316649728763, 'intuitive': 0.8385132774794551, 't': 0.09420355602325718}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are under time pressure, so you feel very rushed. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-5.887738227844238,-5.339254856109619,-5.702098369598389,intuitive,False,False,True,"{'correct': 0.2541544799459404, 'intuitive': 0.4398464297283696, 't': 0.30599909032569}",-23.550952911376953,-21.357019424438477,-22.808393478393555,intuitive,False,False,True,"{'correct': 0.08283812930547568, 'intuitive': 0.7430935469681356, 't': 0.17406832372638883}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are not under time pressure, so you feel very relaxed. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-5.9079909324646,-5.467037677764893,-5.715892791748047,intuitive,False,False,True,"{'correct': 0.26553531016569915, 'intuitive': 0.41269180582153175, 't': 0.321772884012769}",-23.6319637298584,-21.86815071105957,-22.863571166992188,intuitive,False,False,True,"{'correct': 0.11122307580848526, 'intuitive': 0.6489469001136717, 't': 0.23983002407784296}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are a very impatient person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",21,You are a very impatient person.,fast,impatient/patient,personality,-5.757321834564209,-5.292407512664795,-5.583830833435059,intuitive,False,False,True,"{'correct': 0.26445737026140703, 'intuitive': 0.4209838151730584, 't': 0.31455881456553453}",-23.029287338256836,-21.16963005065918,-22.335323333740234,intuitive,False,False,True,"{'correct': 0.10612140110170992, 'intuitive': 0.6814623608657756, 't': 0.2124162380325145}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are a very patient person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",22,You are a very patient person.,slow,impatient/patient,personality,-5.836214542388916,-5.360945224761963,-5.645815849304199,intuitive,False,False,True,"{'correct': 0.2619049459137646, 'intuitive': 0.42126030897176975, 't': 0.3168347451144657}",-23.344858169555664,-21.44378089904785,-22.583263397216797,intuitive,False,False,True,"{'correct': 0.10167985445191433, 'intuitive': 0.680553519253687, 't': 0.2177666262943986}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are a very impulsive person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-5.648732662200928,-5.191503047943115,-5.480771064758301,intuitive,False,False,True,"{'correct': 0.26577488589487536, 'intuitive': 0.4198423447234924, 't': 0.3143827693816323}",-22.59493064880371,-20.76601219177246,-21.923084259033203,intuitive,False,False,True,"{'correct': 0.10887319803437213, 'intuitive': 0.6779695268571945, 't': 0.21315727510843335}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are a very thoughtful person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-5.9028167724609375,-5.391358852386475,-5.7394795417785645,intuitive,False,False,True,"{'correct': 0.26006757223523375, 'intuitive': 0.4337201066656646, 't': 0.3062123210991016}",-23.61126708984375,-21.5654354095459,-22.957918167114258,intuitive,False,False,True,"{'correct': 0.0938301428332357, 'intuitive': 0.7258314583599135, 't': 0.18033839880685082}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are a very spontaneous person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-5.912834167480469,-5.320586681365967,-5.791990280151367,intuitive,False,False,True,"{'correct': 0.2540330188496299, 'intuitive': 0.459303742769927, 't': 0.28666323838044294}",-23.651336669921875,-21.282346725463867,-23.16796112060547,intuitive,False,False,True,"{'correct': 0.07514202855653575, 'intuitive': 0.8030122597504897, 't': 0.1218457116929745}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are a very deliberate person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-6.051110744476318,-5.463859558105469,-5.971222877502441,intuitive,False,False,True,"{'correct': 0.25758577227204676, 'intuitive': 0.463406179579493, 't': 0.2790080481484602}",-24.204442977905273,-21.855438232421875,-23.884891510009766,intuitive,False,False,True,"{'correct': 0.07781102447769542, 'intuitive': 0.8150813053469842, 't': 0.10710767017532041}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are a very carefree person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",27,You are a very carefree person.,fast,carefree/cautious,personality,-5.745743274688721,-5.283658981323242,-5.521787643432617,intuitive,False,False,True,"{'correct': 0.2605255843179568, 'intuitive': 0.4135528683726772, 't': 0.32592154730936607}",-22.982973098754883,-21.13463592529297,-22.08715057373047,intuitive,False,False,True,"{'correct': 0.1020553681102489, 'intuitive': 0.6479753555565246, 't': 0.2499692763332265}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are a very cautious person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",28,You are a very cautious person.,slow,carefree/cautious,personality,-6.046421051025391,-5.574710369110107,-5.864614486694336,intuitive,False,False,True,"{'correct': 0.2630114537682776, 'intuitive': 0.42153729856348676, 't': 0.3154512476682356}",-24.185684204101562,-22.29884147644043,-23.458457946777344,intuitive,False,False,True,"{'correct': 0.10343577084835001, 'intuitive': 0.6825211913804904, 't': 0.21404303777115974}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are a very impatient individual, so you tend to think quickly. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-5.723860263824463,-5.189797878265381,-5.4763336181640625,intuitive,False,False,True,"{'correct': 0.250833925256335, 'intuitive': 0.4278845658887145, 't': 0.32128150885495044}",-22.89544105529785,-20.759191513061523,-21.90533447265625,intuitive,False,False,True,"{'correct': 0.08224264592576012, 'intuitive': 0.6963995186160296, 't': 0.2213578354582103}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are a very patient individual, so you tend to think carefully. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-6.0208940505981445,-5.587452411651611,-5.8010993003845215,intuitive,False,False,True,"{'correct': 0.2639651889540428, 'intuitive': 0.40718143541767554, 't': 0.32885337562828176}",-24.083576202392578,-22.349809646606445,-23.204397201538086,intuitive,False,False,True,"{'correct': 0.11024311828569572, 'intuitive': 0.624189899995698, 't': 0.2655669817186063}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>GPT4 Correct User: You are a very impulsive individual, so you tend to think quickly. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?<|end_of_turn|>GPT4 Correct Assistant:",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-5.686834335327148,-5.216860294342041,-5.438469886779785,intuitive,False,False,True,"{'correct': 0.25760715851824484, 'intuitive': 0.4121592583732174, 't': 0.33023358310853773}",-22.747337341308594,-20.867441177368164,-21.75387954711914,intuitive,False,False,True,"{'correct': 0.09752880802186946, 'intuitive': 0.6390891536301758, 't': 0.2633820383479547}"
