task,item_id,question,total_cost,more,correct,intuitive,total_cost_money_fmt,more_money_fmt,correct_money_fmt,intuitive_money_fmt,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_total_cost,mean_logp_more,mean_logp_correct_money_fmt,mean_logp_intuitive_money_fmt,mean_logp_total_cost_money_fmt,mean_logp_more_money_fmt,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_total_cost,sum_logp_more,sum_logp_correct_money_fmt,sum_logp_intuitive_money_fmt,sum_logp_total_cost_money_fmt,sum_logp_more_money_fmt,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct User: You slept nine hours last night, so you are very well-rested. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-5.9563751220703125,-5.8204827308654785,-5.287998199462891,-6.019242286682129,-5.105635166168213,-4.989112854003906,-4.69854211807251,-5.050966739654541,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.21357404755797413, 'intuitive_money_fmt': 0.23996807932212433, 'total_cost_money_fmt': 0.32088302467452345, 'more_money_fmt': 0.22557484844537806}",-35.738250732421875,-34.92289733886719,-37.015987396240234,-30.096210479736328,-35.739444732666016,-34.923789978027344,-37.58833694458008,-40.40773391723633,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.29176166064558734, 'intuitive_money_fmt': 0.6595725627001021, 'total_cost_money_fmt': 0.04592662555744351, 'more_money_fmt': 0.0027391510968668956}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct User: You are in a noisy environment, so you feel very distracted. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-5.940876007080078,-5.814615726470947,-5.4773640632629395,-6.223031044006348,-5.092343330383301,-4.984091758728027,-4.7963666915893555,-5.120208263397217,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.2256680985907023, 'intuitive_money_fmt': 0.25146829077795, 'total_cost_money_fmt': 0.30339693610310253, 'more_money_fmt': 0.21946667452824511}",-35.64525604248047,-34.8876953125,-38.341548919677734,-31.115154266357422,-35.64640426635742,-34.888641357421875,-38.370933532714844,-40.961666107177734,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.31211072919488336, 'intuitive_money_fmt': 0.6658876316426826, 'total_cost_money_fmt': 0.020467305508232874, 'more_money_fmt': 0.0015343336542012382}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct User: You are in a quiet environment, so you feel very focused. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-6.007975101470947,-5.866841793060303,-5.550418853759766,-6.39936637878418,-5.149819374084473,-5.028816223144531,-4.828917026519775,-5.159687042236328,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.22236155401228763, 'intuitive_money_fmt': 0.25096358018090736, 'total_cost_money_fmt': 0.30649671157042563, 'more_money_fmt': 0.22017815423637935}",-36.0478515625,-35.2010498046875,-38.85293197631836,-31.9968318939209,-36.048736572265625,-35.20171356201172,-38.6313362121582,-41.277496337890625,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.2929433278758518, 'intuitive_money_fmt': 0.6833465879962692, 'total_cost_money_fmt': 0.022139858369034496, 'more_money_fmt': 0.0015702257588445449}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct User: You are in a dark room, so you can't see very well. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-6.193604946136475,-6.076999664306641,-5.63728666305542,-6.432284355163574,-5.308955669403076,-5.208988666534424,-4.824119567871094,-5.222674369812012,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.2075052053238947, 'intuitive_money_fmt': 0.2293211512082922, 'total_cost_money_fmt': 0.33696953537533936, 'more_money_fmt': 0.2262041080924737}",-37.16162872314453,-36.461997985839844,-39.46100616455078,-32.16142272949219,-37.162689208984375,-36.462921142578125,-38.59295654296875,-41.781394958496094,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.30652316078834774, 'intuitive_money_fmt': 0.6171186977829208, 'total_cost_money_fmt': 0.0733341199278025, 'more_money_fmt': 0.003024021500929058}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct User: You are in a well-lit room, so you can see things clearly. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-6.172246932983398,-6.056172847747803,-5.593609809875488,-6.380609035491943,-5.290621757507324,-5.191103458404541,-4.884031295776367,-5.23487663269043,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.2144240563490773, 'intuitive_money_fmt': 0.23686110752027012, 'total_cost_money_fmt': 0.3219982425962846, 'more_money_fmt': 0.22671659353436796}",-37.03348159790039,-36.3370361328125,-39.155269622802734,-31.903045654296875,-37.03435134887695,-36.33772277832031,-39.07225036621094,-41.87901306152344,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.3179501241994349, 'intuitive_money_fmt': 0.6381179232181424, 'total_cost_money_fmt': 0.041429596263125736, 'more_money_fmt': 0.0025023563192968193}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct User: You are in a room that is sweltering, so you feel very uncomfortable. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-6.221202373504639,-6.07541036605835,-5.729451656341553,-6.575413703918457,-5.332602500915527,-5.207608699798584,-4.9063239097595215,-5.24453067779541,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.21022733379757277, 'intuitive_money_fmt': 0.23821730139931258, 'total_cost_money_fmt': 0.32197312464983957, 'more_money_fmt': 0.22958224015327508}",-37.327213287353516,-36.45246124267578,-40.106163024902344,-32.87706756591797,-37.328216552734375,-36.45326232910156,-39.25059127807617,-41.95624542236328,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.2813098800508289, 'intuitive_money_fmt': 0.674796430766569, 'total_cost_money_fmt': 0.041144164736386664, 'more_money_fmt': 0.002749524446215447}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct User: You are in a room with a pleasant temperature, so you feel very comfortable. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-6.3149285316467285,-6.174656391143799,-5.789340496063232,-6.650035858154297,-5.412929058074951,-5.292669773101807,-4.978605270385742,-5.301321506500244,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.20877777294557082, 'intuitive_money_fmt': 0.23545732430783414, 'total_cost_money_fmt': 0.3223359055107506, 'more_money_fmt': 0.2334289972358445}",-37.88957214355469,-37.04793930053711,-40.52538299560547,-33.250179290771484,-37.8905029296875,-37.04868698120117,-39.82884216308594,-42.41057205200195,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.28773597794336, 'intuitive_money_fmt': 0.6677135504680985, 'total_cost_money_fmt': 0.04141752427847524, 'more_money_fmt': 0.0031329473100661577}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct User: You just got in an argument, so you feel very emotional. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-5.8852362632751465,-5.810258388519287,-5.706940650939941,-6.65317440032959,-5.044594764709473,-4.980310916900635,-4.709427356719971,-5.0677080154418945,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.22513794394719658, 'intuitive_money_fmt': 0.24008598892589098, 'total_cost_money_fmt': 0.31478211672032275, 'more_money_fmt': 0.21999395040658964}",-35.31141662597656,-34.861549377441406,-39.948585510253906,-33.265872955322266,-35.312164306640625,-34.86217498779297,-37.675418853759766,-40.541664123535156,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.37484560125302024, 'intuitive_money_fmt': 0.5878686449744113, 'total_cost_money_fmt': 0.03527800437044962, 'more_money_fmt': 0.002007749402119109}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct User: You just meditated, so you feel very calm. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-5.900119781494141,-5.815937042236328,-5.449624061584473,-6.301867485046387,-5.057344913482666,-4.985165119171143,-4.722734451293945,-5.0834245681762695,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.22489588438347297, 'intuitive_money_fmt': 0.24172902160684048, 'total_cost_money_fmt': 0.31426859590236944, 'more_money_fmt': 0.21910649810731717}",-35.400718688964844,-34.89562225341797,-38.147369384765625,-31.50933837890625,-35.40141296386719,-34.896156311035156,-37.78187561035156,-40.667396545410156,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.362965481300498, 'intuitive_money_fmt': 0.6015829250918132, 'total_cost_money_fmt': 0.03357712697692143, 'more_money_fmt': 0.001874466630767335}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct User: You are under time pressure, so you feel very rushed. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-6.062963962554932,-5.83340311050415,-5.43131160736084,-6.2342658042907715,-5.196949005126953,-5.000156879425049,-4.833765029907227,-5.199764251708984,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.21493450877214304, 'intuitive_money_fmt': 0.2616808148293898, 'total_cost_money_fmt': 0.3090544103223304, 'more_money_fmt': 0.21433026607613676}",-36.377784729003906,-35.00041961669922,-38.01918029785156,-31.171329498291016,-36.37864303588867,-35.0010986328125,-38.67012023925781,-41.598114013671875,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.1971733225641843, 'intuitive_money_fmt': 0.7818223610661809, 'total_cost_money_fmt': 0.019937571136894264, 'more_money_fmt': 0.0010667452327404892}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct User: You are not under time pressure, so you feel very relaxed. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-5.870079040527344,-5.644616603851318,-5.313193321228027,-6.14270544052124,-5.031620502471924,-4.838338375091553,-4.701753616333008,-5.03760290145874,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.21748380716960772, 'intuitive_money_fmt': 0.26385679831238157, 'total_cost_money_fmt': 0.30247277823058194, 'more_money_fmt': 0.21618661628742886}",-35.22047424316406,-33.867698669433594,-37.192352294921875,-30.71352767944336,-35.221343994140625,-33.868370056152344,-37.61402893066406,-40.30082321166992,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.20134816720015372, 'intuitive_money_fmt': 0.778998813441032, 'total_cost_money_fmt': 0.018399999697516614, 'more_money_fmt': 0.0012530196612978157}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,<s>GPT4 Correct User: You are a very impatient person. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:,21,You are a very impatient person.,fast,impatient/patient,personality,-6.031726837158203,-5.931573390960693,-5.50662899017334,-6.047686576843262,-5.170173645019531,-5.084299564361572,-4.764192581176758,-5.157744407653809,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.21725197763666101, 'intuitive_money_fmt': 0.23673276895387282, 'total_cost_money_fmt': 0.32604614844406654, 'more_money_fmt': 0.21996910496539956}",-36.19036102294922,-35.589439392089844,-38.54640197753906,-30.238433837890625,-36.19121551513672,-35.59009552001953,-38.11354064941406,-41.26195526123047,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.33594192692998476, 'intuitive_money_fmt': 0.6128120632081626, 'total_cost_money_fmt': 0.049137042211730604, 'more_money_fmt': 0.002108967650121982}"
