task,item_id,question,t,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_t,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_t,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You slept nine hours last night, so you are very well-rested. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-4.8838958740234375,-7.549702167510986,-8.051789283752441,correct,False,True,False,"{'correct': 0.8995754986283789, 'intuitive': 0.06255941157207723, 't': 0.03786508979954394}",-14.651687622070312,-22.649106979370117,-24.155366897583008,correct,False,True,False,"{'correct': 0.9995892623842229, 'intuitive': 0.0003361913119304549, 't': 7.454630384666173e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are in a noisy environment, so you feel very distracted. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-4.873138427734375,-7.05730676651001,-7.921301364898682,correct,False,True,False,"{'correct': 0.8620560929341641, 'intuitive': 0.097042788789622, 't': 0.04090111827621397}",-14.619415283203125,-21.171920776367188,-23.763904571533203,correct,False,True,False,"{'correct': 0.9984690038395865, 'intuitive': 0.0014243529159029505, 't': 0.00010664324451069271}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are in a quiet environment, so you feel very focused. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-4.925830841064453,-7.460424900054932,-7.919015884399414,correct,False,True,False,"{'correct': 0.8854090932356772, 'intuitive': 0.07020754131878464, 't': 0.044383365445538094}",-14.77749252319336,-22.381275177001953,-23.757047653198242,correct,False,True,False,"{'correct': 0.9993758689377401, 'intuitive': 0.0004982508067419641, 't': 0.00012588025551778424}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are in a dark room, so you can't see very well. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-4.71681547164917,-7.45402717590332,-7.836181640625,correct,False,True,False,"{'correct': 0.901765454452253, 'intuitive': 0.05838988972336957, 't': 0.039844655824377365}",-14.150445938110352,-22.36208152770996,-23.508544921875,correct,False,True,False,"{'correct': 0.9996423876661517, 'intuitive': 0.00027137925081705027, 't': 8.623308303138869e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are in a well-lit room, so you can see things clearly. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-4.809579372406006,-7.6243977546691895,-7.954090118408203,correct,False,True,False,"{'correct': 0.9066153551858193, 'intuitive': 0.05432040251061527, 't': 0.03906424230356529}",-14.42873764038086,-22.873193740844727,-23.86227035522461,correct,False,True,False,"{'correct': 0.9997050014021216, 'intuitive': 0.00021502609984371942, 't': 7.997249803457129e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are in a room that is sweltering, so you feel very uncomfortable. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-4.8986496925354,-7.214698791503906,-7.885898113250732,correct,False,True,False,"{'correct': 0.8702548982059559, 'intuitive': 0.0858616307901153, 't': 0.04388347100392878}",-14.69594955444336,-21.64409637451172,-23.65769386291504,correct,False,True,False,"{'correct': 0.9989125481155817, 'intuitive': 0.0009593689209694359, 't': 0.00012808296344876858}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are in a room with a pleasant temperature, so you feel very comfortable. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-4.870255947113037,-7.29529333114624,-7.89525032043457,correct,False,True,False,"{'correct': 0.8794820227181374, 'intuitive': 0.07781200612043628, 't': 0.04270597116142647}",-14.610767364501953,-21.885879516601562,-23.68575096130371,correct,False,True,False,"{'correct': 0.9991935938517275, 'intuitive': 0.0006920039574059543, 't': 0.00011440219086657273}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You just got in an argument, so you feel very emotional. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-4.940258026123047,-7.497166156768799,-7.997652053833008,correct,False,True,False,"{'correct': 0.8892412900048199, 'intuitive': 0.06895543906843604, 't': 0.04180327092674417}",-14.82077407836914,-22.491498947143555,-23.992956161499023,correct,False,True,False,"{'correct': 0.9994301556316328, 'intuitive': 0.00046601400270552005, 't': 0.00010383036566162605}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You just meditated, so you feel very calm. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-5.022462844848633,-7.474592685699463,-7.891056060791016,correct,False,True,False,"{'correct': 0.8749758119120572, 'intuitive': 0.0753441588324333, 't': 0.049680029255509454}",-15.067388534545898,-22.423778533935547,-23.673168182373047,correct,False,True,False,"{'correct': 0.9991791302977189, 'intuitive': 0.0006379751621415332, 't': 0.00018289454013972086}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are under time pressure, so you feel very rushed. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-4.921989917755127,-7.281473159790039,-7.916479587554932,correct,False,True,False,"{'correct': 0.8737201769682674, 'intuitive': 0.08253949604374586, 't': 0.04374032698798668}",-14.765969276428223,-21.844419479370117,-23.749439239501953,correct,False,True,False,"{'correct': 0.9990323917088861, 'intuitive': 0.0008422629673888258, 't': 0.0001253453237249774}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are not under time pressure, so you feel very relaxed. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-4.8256072998046875,-7.258723735809326,-7.590755462646484,correct,False,True,False,"{'correct': 0.8690138335398365, 'intuitive': 0.0762671728665819, 't': 0.05471899359358153}",-14.476821899414062,-21.77617073059082,-22.772266387939453,correct,False,True,False,"{'correct': 0.9990752256599691, 'intuitive': 0.0006753536803792312, 't': 0.00024942065965158735}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very impatient person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",21,You are a very impatient person.,fast,impatient/patient,personality,-4.847959518432617,-7.338101863861084,-7.991971969604492,correct,False,True,False,"{'correct': 0.8880934403260122, 'intuitive': 0.07362131704923904, 't': 0.038285242624748764}",-14.543878555297852,-22.014305114746094,-23.975915908813477,correct,False,True,False,"{'correct': 0.999350620917464, 'intuitive': 0.0005693152987417473, 't': 8.006378379416501e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very patient person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",22,You are a very patient person.,slow,impatient/patient,personality,-4.974172115325928,-7.847933292388916,-8.142322540283203,correct,False,True,False,"{'correct': 0.9102763942964964, 'intuitive': 0.05141793833019232, 't': 0.038305667373311265}",-14.922515869140625,-23.543800354003906,-24.42696762084961,correct,False,True,False,"{'correct': 0.9997453169262124, 'intuitive': 0.00018018270386743415, 't': 7.450036992014503e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very impulsive person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-4.981099605560303,-7.406740665435791,-8.046703338623047,correct,False,True,False,"{'correct': 0.8810207072596234, 'intuitive': 0.07790109973571202, 't': 0.041078193004664455}",-14.94329833984375,-22.22022247314453,-24.14011001586914,correct,False,True,False,"{'correct': 0.9992079570968041, 'intuitive': 0.0006907611240139617, 't': 0.00010128177918195345}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very thoughtful person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-5.011791706085205,-7.62873649597168,-8.072802543640137,correct,False,True,False,"{'correct': 0.8929640160417547, 'intuitive': 0.06520926073062022, 't': 0.04182672322762508}",-15.035375595092773,-22.88620948791504,-24.218408584594727,correct,False,True,False,"{'correct': 0.9995080466802143, 'intuitive': 0.00038923551240772854, 't': 0.00010271780737791042}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very spontaneous person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-5.0290679931640625,-7.461728572845459,-8.050792694091797,correct,False,True,False,"{'correct': 0.8798788990186549, 'intuitive': 0.07725593208466124, 't': 0.042865168896683875}",-15.087203979492188,-22.38518524169922,-24.15237808227539,correct,False,True,False,"{'correct': 0.999208100533472, 'intuitive': 0.0006763678484610115, 't': 0.00011553161806693078}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very deliberate person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-4.924763202667236,-7.719968318939209,-8.075994491577148,correct,False,True,False,"{'correct': 0.9058777311714393, 'intuitive': 0.055351249094901946, 't': 0.038771019733658756}",-14.774290084838867,-23.15990447998047,-24.227983474731445,correct,False,True,False,"{'correct': 0.9996935689024462, 'intuitive': 0.00022805565151568692, 't': 7.837544603821077e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very carefree person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",27,You are a very carefree person.,fast,carefree/cautious,personality,-4.998961925506592,-7.562262058258057,-8.171186447143555,correct,False,True,False,"{'correct': 0.8936867483762125, 'intuitive': 0.06885860420778836, 't': 0.037454647415999104}",-14.996885299682617,-22.686786651611328,-24.513559341430664,correct,False,True,False,"{'correct': 0.9994692444625505, 'intuitive': 0.0004571805134891526, 't': 7.357502396034002e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very cautious person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",28,You are a very cautious person.,slow,carefree/cautious,personality,-4.906728267669678,-7.573793411254883,-7.975574016571045,correct,False,True,False,"{'correct': 0.8961131245706381, 'intuitive': 0.062240226345584945, 't': 0.04164664908377685}",-14.720185279846191,-22.72138023376465,-23.926721572875977,correct,False,True,False,"{'correct': 0.9995647463909018, 'intuitive': 0.00033491616798455155, 't': 0.00010033744111367925}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very impatient individual, so you tend to think quickly. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-4.706600189208984,-6.993397235870361,-7.776554107666016,correct,False,True,False,"{'correct': 0.8710690403234681, 'intuitive': 0.08849306546653693, 't': 0.040437894209994905}",-14.119800567626953,-20.980192184448242,-23.329662322998047,correct,False,True,False,"{'correct': 0.9988527665424395, 'intuitive': 0.0010473003627117646, 't': 9.993309484863267e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very patient individual, so you tend to think carefully. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-4.8765950202941895,-7.737350940704346,-7.960800647735596,correct,False,True,False,"{'correct': 0.9066250036328797, 'intuitive': 0.05188205645149162, 't': 0.041492939915628774}",-14.62978458404541,-23.212053298950195,-23.882402420043945,correct,False,True,False,"{'correct': 0.9997168204976947, 'intuitive': 0.00018734627143760817, 't': 9.583323086754977e-05}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very impulsive individual, so you tend to think quickly. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-4.862010478973389,-7.168965816497803,-7.84843635559082,correct,False,True,False,"{'correct': 0.8695414593152032, 'intuitive': 0.08657496421278667, 't': 0.04388357647201015}",-14.586031913757324,-21.50689697265625,-23.54530906677246,correct,False,True,False,"{'correct': 0.9988857280737106, 'intuitive': 0.0009858760195514346, 't': 0.00012839590673802086}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very thoughtful individual, so you tend to think carefully. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-4.910913467407227,-7.483119964599609,-7.898599147796631,correct,False,True,False,"{'correct': 0.8874919301787875, 'intuitive': 0.06777496855070096, 't': 0.04473310127051147}",-14.73274040222168,-22.449359893798828,-23.695796966552734,correct,False,True,False,"{'correct': 0.9994269107532605, 'intuitive': 0.000445108384356526, 't': 0.0001279808623829224}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very spontaneous individual, so you tend to think quickly. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?[/INST]",33,"You are a very spontaneous individual, so you tend to think quickly.",fast,spontaneous/deliberate_explicit,personality_explicit,-4.839468479156494,-7.210912704467773,-7.797567367553711,correct,False,True,False,"{'correct': 0.8731616251729976, 'intuitive': 0.08150598483000236, 't': 0.04533238999700023}",-14.51840591430664,-21.63273811340332,-23.392702102661133,correct,False,True,False,"{'correct': 0.9990476041421454, 'intuitive': 0.000812589050808029, 't': 0.00013980680704660605}"
