task,item_id,question,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You just meditated, so you feel very calm. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-8.431526184082031,-10.085209846496582,correct,False,True,False,"{'correct': 0.839388286626907, 'intuitive': 0.16061171337309302}",-33.726104736328125,-40.34083938598633,correct,False,True,False,"{'correct': 0.9986613240124489, 'intuitive': 0.0013386759875511868}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are under time pressure, so you feel very rushed. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-7.908349514007568,-9.755338668823242,correct,False,True,False,"{'correct': 0.8637732075645078, 'intuitive': 0.13622679243549213}",-31.633398056030273,-39.02135467529297,correct,False,True,False,"{'correct': 0.9993817236837695, 'intuitive': 0.0006182763162304825}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are not under time pressure, so you feel very relaxed. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-7.994875431060791,-9.745689392089844,correct,False,True,False,"{'correct': 0.8520554368341586, 'intuitive': 0.14794456316584148}",-31.979501724243164,-38.982757568359375,correct,False,True,False,"{'correct': 0.9990919075334573, 'intuitive': 0.0009080924665426112}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very impatient person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",21,You are a very impatient person.,fast,impatient/patient,personality,-8.188007354736328,-9.762006759643555,correct,False,True,False,"{'correct': 0.8283530078482471, 'intuitive': 0.171646992151753}",-32.75202941894531,-39.04802703857422,correct,False,True,False,"{'correct': 0.9981597237656257, 'intuitive': 0.00184027623437429}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very patient person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",22,You are a very patient person.,slow,impatient/patient,personality,-8.665132522583008,-9.806716918945312,correct,False,True,False,"{'correct': 0.7579704173069495, 'intuitive': 0.2420295826930505}",-34.66053009033203,-39.22686767578125,correct,False,True,False,"{'correct': 0.9897109996692809, 'intuitive': 0.010289000330718981}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very impulsive person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-8.103973388671875,-9.56920337677002,correct,False,True,False,"{'correct': 0.812331284823399, 'intuitive': 0.18766871517660105}",-32.4158935546875,-38.27681350708008,correct,False,True,False,"{'correct': 0.9971594697163344, 'intuitive': 0.00284053028366554}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very thoughtful person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-8.31126880645752,-9.514387130737305,correct,False,True,False,"{'correct': 0.7690790514885527, 'intuitive': 0.23092094851144726}",-33.24507522583008,-38.05754852294922,correct,False,True,False,"{'correct': 0.9919377949260966, 'intuitive': 0.008062205073903435}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very spontaneous person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-8.127462387084961,-9.5416259765625,correct,False,True,False,"{'correct': 0.8044218205230727, 'intuitive': 0.19557817947692732}",-32.509849548339844,-38.16650390625,correct,False,True,False,"{'correct': 0.9965179791686961, 'intuitive': 0.0034820208313039894}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very deliberate person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-8.459214210510254,-9.856947898864746,correct,False,True,False,"{'correct': 0.8018240128231231, 'intuitive': 0.19817598717687693}",-33.836856842041016,-39.427791595458984,correct,False,True,False,"{'correct': 0.996282334445023, 'intuitive': 0.0037176655549769943}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very carefree person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",27,You are a very carefree person.,fast,carefree/cautious,personality,-8.264471054077148,-9.778538703918457,correct,False,True,False,"{'correct': 0.8196632501563134, 'intuitive': 0.18033674984368658}",-33.057884216308594,-39.11415481567383,correct,False,True,False,"{'correct': 0.9976623543336566, 'intuitive': 0.0023376456663434723}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very cautious person. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",28,You are a very cautious person.,slow,carefree/cautious,personality,-8.317389488220215,-9.728092193603516,correct,False,True,False,"{'correct': 0.8038767550620877, 'intuitive': 0.19612324493791228}",-33.26955795288086,-38.91236877441406,correct,False,True,False,"{'correct': 0.9964696118487153, 'intuitive': 0.003530388151284663}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very impatient individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-8.172038078308105,-9.69013786315918,correct,False,True,False,"{'correct': 0.8202584938007396, 'intuitive': 0.17974150619926046}",-32.68815231323242,-38.76055145263672,correct,False,True,False,"{'correct': 0.997699668694466, 'intuitive': 0.0023003313055339454}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very patient individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-8.612451553344727,-9.666790008544922,correct,False,True,False,"{'correct': 0.7416071310148339, 'intuitive': 0.258392868985166}",-34.449806213378906,-38.66716003417969,correct,False,True,False,"{'correct': 0.9854764508711324, 'intuitive': 0.014523549128867616}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very impulsive individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-7.989026069641113,-9.522735595703125,correct,False,True,False,"{'correct': 0.8225484139898129, 'intuitive': 0.1774515860101871}",-31.956104278564453,-38.0909423828125,correct,False,True,False,"{'correct': 0.9978386058756729, 'intuitive': 0.0021613941243271337}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very thoughtful individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-8.339990615844727,-9.47960376739502,correct,False,True,False,"{'correct': 0.7576086060828247, 'intuitive': 0.24239139391717535}",-33.359962463378906,-37.91841506958008,correct,False,True,False,"{'correct': 0.9896303950208769, 'intuitive': 0.0103696049791231}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very spontaneous individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",33,"You are a very spontaneous individual, so you tend to think quickly.",fast,spontaneous/deliberate_explicit,personality_explicit,-7.999752044677734,-9.44355583190918,correct,False,True,False,"{'correct': 0.8090429986646807, 'intuitive': 0.19095700133531932}",-31.999008178710938,-37.77422332763672,correct,False,True,False,"{'correct': 0.9969060722315342, 'intuitive': 0.003093927768465938}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very deliberate individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",34,"You are a very deliberate individual, so you tend to think carefully.",slow,spontaneous/deliberate_explicit,personality_explicit,-8.370635986328125,-9.67026138305664,correct,False,True,False,"{'correct': 0.7857719311748685, 'intuitive': 0.2142280688251315}",-33.4825439453125,-38.68104553222656,correct,False,True,False,"{'correct': 0.9945055193989395, 'intuitive': 0.005494480601060461}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very carefree individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",35,"You are a very carefree individual, so you tend to think quickly.",fast,carefree/cautious_explicit,personality_explicit,-8.153443336486816,-9.656124114990234,correct,False,True,False,"{'correct': 0.8179739644539054, 'intuitive': 0.18202603554609467}",-32.613773345947266,-38.62449645996094,correct,False,True,False,"{'correct': 0.9975536848970344, 'intuitive': 0.0024463151029655637}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
You are a very cautious individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",36,"You are a very cautious individual, so you tend to think carefully.",slow,carefree/cautious_explicit,personality_explicit,-8.441365242004395,-9.681644439697266,correct,False,True,False,"{'correct': 0.775612608929601, 'intuitive': 0.2243873910703989}",-33.76546096801758,-38.72657775878906,correct,False,True,False,"{'correct': 0.9930436298390122, 'intuitive': 0.006956370160987835}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<|user|>
Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?</s>
<|assistant|>
",0,,baseline,,,-10.02742862701416,-9.947418212890625,intuitive,False,False,True,"{'correct': 0.4800080604752857, 'intuitive': 0.5199919395247143}",-40.10971450805664,-39.7896728515625,intuitive,False,False,True,"{'correct': 0.4206655958779612, 'intuitive': 0.5793344041220387}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<|user|>
You tend to think shallowly, so you say what comes to mind first. Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?</s>
<|assistant|>
",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-8.67196273803711,-10.125345230102539,correct,False,True,False,"{'correct': 0.8105184570227768, 'intuitive': 0.1894815429772233}",-34.68785095214844,-40.501380920410156,correct,False,True,False,"{'correct': 0.997022026919826, 'intuitive': 0.002977973080174038}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<|user|>
You tend to think deeply, so you say what is most correct. Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?</s>
<|assistant|>
",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-9.408721923828125,-10.188508033752441,correct,False,True,False,"{'correct': 0.6856340138991758, 'intuitive': 0.3143659861008243}",-37.6348876953125,-40.754032135009766,correct,False,True,False,"{'correct': 0.9576755632406098, 'intuitive': 0.04232443675939023}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<|user|>
You tend to think quickly, so you say what comes to mind first. Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?</s>
<|assistant|>
",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-8.921316146850586,-10.277809143066406,correct,False,True,False,"{'correct': 0.7951891264842235, 'intuitive': 0.20481087351577654}",-35.685264587402344,-41.111236572265625,correct,False,True,False,"{'correct': 0.9956184954819458, 'intuitive': 0.004381504518054205}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<|user|>
You tend to think carefully, so you say what is most correct. Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?</s>
<|assistant|>
",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-9.196802139282227,-10.1480131149292,correct,False,True,False,"{'correct': 0.7213586497847954, 'intuitive': 0.2786413502152046}",-36.787208557128906,-40.5920524597168,correct,False,True,False,"{'correct': 0.9782221608504017, 'intuitive': 0.021777839149598223}"
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"<|user|>
Your last meal was one day ago, so you are starving. Your task is to answer the following question. How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?</s>
<|assistant|>
",5,"Your last meal was one day ago, so you are starving.",fast,hungry/fed,resources,-9.760254859924316,-9.81811237335205,correct,False,True,False,"{'correct': 0.5144603447581045, 'intuitive': 0.4855396552418954}",-39.041019439697266,-39.2724494934082,correct,False,True,False,"{'correct': 0.5576006523443617, 'intuitive': 0.44239934765563815}"
