task,item_id,question,t,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_t,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_t,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You just got in an argument, so you feel very emotional. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-5.965416431427002,-6.349159240722656,-6.6674885749816895,correct,False,True,False,"{'correct': 0.459376423325585, 'intuitive': 0.3129762030521577, 't': 0.22764737362225737}",-17.896249771118164,-19.04747772216797,-20.002466201782227,correct,False,True,False,"{'correct': 0.6954365324129904, 'intuitive': 0.21993054710467533, 't': 0.08463292048233424}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You just meditated, so you feel very calm. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-7.137411594390869,-7.127094745635986,-7.121990203857422,t,True,False,False,"{'correct': 0.3304789683383651, 'intuitive': 0.33390611816658733, 't': 0.3356149134950475}",-21.412235260009766,-21.381284713745117,-21.365970611572266,t,True,False,False,"{'correct': 0.32480334268889766, 'intuitive': 0.3350133715251968, 't': 0.34018328578590573}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are under time pressure, so you feel very rushed. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-6.848392486572266,-6.9359211921691895,-6.955996990203857,correct,False,True,False,"{'correct': 0.355343897377491, 'intuitive': 0.3255634390762396, 't': 0.3190926635462695}",-20.545177459716797,-20.807764053344727,-20.867990493774414,correct,False,True,False,"{'correct': 0.40109595598816244, 'intuitive': 0.30846676197955036, 't': 0.2904372820322872}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are not under time pressure, so you feel very relaxed. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-7.655698299407959,-7.879763126373291,-8.003625869750977,correct,False,True,False,"{'correct': 0.399135737108903, 'intuitive': 0.3190145539230413, 't': 0.2818497089680558}",-22.96709442138672,-23.63928985595703,-24.01087760925293,correct,False,True,False,"{'correct': 0.5368532553364043, 'intuitive': 0.27410996419727957, 't': 0.18903678046631617}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very impatient person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",21,You are a very impatient person.,fast,impatient/patient,personality,-6.276731491088867,-6.71269416809082,-6.7752604484558105,correct,False,True,False,"{'correct': 0.4436428490828245, 'intuitive': 0.28687803715006666, 't': 0.2694791137671088}",-18.8301944732666,-20.13808250427246,-20.325780868530273,correct,False,True,False,"{'correct': 0.6691166797158195, 'intuitive': 0.1809228003822956, 't': 0.14996051990188483}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very patient person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",22,You are a very patient person.,slow,impatient/patient,personality,-7.882486820220947,-8.309704780578613,-8.214842796325684,correct,False,True,False,"{'correct': 0.42202046817676203, 'intuitive': 0.2752929642869252, 't': 0.30268656753631273}",-23.6474609375,-24.929113388061523,-24.644527435302734,correct,False,True,False,"{'correct': 0.6073347436661404, 'intuitive': 0.16858290738791692, 't': 0.22408234894594264}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very impulsive person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-6.809892654418945,-6.832571506500244,-7.352536678314209,correct,False,True,False,"{'correct': 0.3908103498659932, 'intuitive': 0.3820469670833825, 't': 0.22714268305062443}",-20.429677963256836,-20.49771499633789,-22.05760955810547,correct,False,True,False,"{'correct': 0.4693599190709937, 'intuitive': 0.43848818140038004, 't': 0.09215189952862621}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very thoughtful person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-7.764575481414795,-8.073543548583984,-8.131583213806152,correct,False,True,False,"{'correct': 0.412029870855956, 'intuitive': 0.3025140678351576, 't': 0.28545606130888634}",-23.293725967407227,-24.220630645751953,-24.39474868774414,correct,False,True,False,"{'correct': 0.5786006750217599, 'intuitive': 0.22899676592203, 't': 0.19240255905620998}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very spontaneous person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-6.784102916717529,-6.702888488769531,-7.056022644042969,intuitive,False,False,True,"{'correct': 0.3513062969157967, 'intuitive': 0.3810280184531744, 't': 0.2676656846310289}",-20.35230827331543,-20.108665466308594,-21.168067932128906,intuitive,False,False,True,"{'correct': 0.3678916376702728, 'intuitive': 0.4693887136678653, 't': 0.16271964866186187}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very deliberate person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-7.65900182723999,-8.069101333618164,-7.962955474853516,correct,False,True,False,"{'correct': 0.41641000457966565, 'intuitive': 0.27632310641898084, 't': 0.3072668890013535}",-22.977005004882812,-24.207304000854492,-23.888866424560547,correct,False,True,False,"{'correct': 0.5903254452256074, 'intuitive': 0.17249616268659476, 't': 0.23717839208779792}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very carefree person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",27,You are a very carefree person.,fast,carefree/cautious,personality,-7.528318405151367,-7.460609436035156,-7.509960174560547,intuitive,False,False,True,"{'correct': 0.32377321436413997, 'intuitive': 0.3464547727577228, 't': 0.3297720128781372}",-22.5849552154541,-22.38182830810547,-22.52988052368164,intuitive,False,False,True,"{'correct': 0.3047064209077779, 'intuitive': 0.3733348230786619, 't': 0.32195875601356033}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very cautious person. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",28,You are a very cautious person.,slow,carefree/cautious,personality,-7.199626922607422,-7.457057476043701,-7.4796142578125,correct,False,True,False,"{'correct': 0.39544000377064986, 'intuitive': 0.3056890855434793, 't': 0.2988709106858709}",-21.598880767822266,-22.371171951293945,-22.4388427734375,correct,False,True,False,"{'correct': 0.5280722240865419, 'intuitive': 0.24394477773549908, 't': 0.22798299817795906}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very impatient individual, so you tend to think quickly. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-6.274116039276123,-6.42399787902832,-6.579579830169678,correct,False,True,False,"{'correct': 0.38497203656151674, 'intuitive': 0.3313876571034783, 't': 0.28364030633500487}",-18.82234764099121,-19.27199363708496,-19.738739013671875,correct,False,True,False,"{'correct': 0.4907220024875235, 'intuitive': 0.3130089501866786, 't': 0.1962690473257979}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very patient individual, so you tend to think carefully. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-7.880168914794922,-8.248530387878418,-8.168221473693848,correct,False,True,False,"{'correct': 0.4095693030490035, 'intuitive': 0.28336750349221884, 't': 0.3070631934587776}",-23.640506744384766,-24.745590209960938,-24.50466537475586,correct,False,True,False,"{'correct': 0.5705843672803091, 'intuitive': 0.18896797870093215, 't': 0.24044765401875864}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very impulsive individual, so you tend to think quickly. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-6.882801055908203,-6.848012447357178,-7.1789631843566895,intuitive,False,False,True,"{'correct': 0.35983290892142505, 'intuitive': 0.3725712856447978, 't': 0.26759580543377715}",-20.64840316772461,-20.544036865234375,-21.536890029907227,intuitive,False,False,True,"{'correct': 0.39662321646758786, 'intuitive': 0.44025453822368166, 't': 0.1631222453087306}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very thoughtful individual, so you tend to think carefully. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-7.710703372955322,-8.023354530334473,-8.029495239257812,correct,False,True,False,"{'correct': 0.4067468068142947, 'intuitive': 0.29753734252526276, 't': 0.29571585066044254}",-23.132110595703125,-24.070064544677734,-24.088485717773438,correct,False,True,False,"{'correct': 0.5631546256022439, 'intuitive': 0.220434431374951, 't': 0.21641094302280514}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<s>[INST] You are a very spontaneous individual, so you tend to think quickly. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected? [/INST]",33,"You are a very spontaneous individual, so you tend to think quickly.",fast,spontaneous/deliberate_explicit,personality_explicit,-6.691507339477539,-6.748572826385498,-6.985903263092041,correct,False,True,False,"{'correct': 0.3718144301211508, 'intuitive': 0.35119070645079997, 't': 0.27699486342804935}",-20.074522018432617,-20.245718002319336,-20.95771026611328,correct,False,True,False,"{'correct': 0.44323903184147084, 'intuitive': 0.37349821143606343, 't': 0.18326275672246575}"
